date,geography,geography code,Proficiency in English language: Main language is English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English very well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English well,Proficiency in English language: Total: All usual residents aged 3 years and over
2021,Ealing 005C,E01001343,905,497,181,209,13,94,1402
2021,Ealing 007A,E01001344,1372,815,314,351,17,133,2187
2021,Ealing 005D,E01001345,1049,663,238,293,15,117,1712
2021,Ealing 007B,E01001346,1247,655,292,259,14,90,1902
2021,Ealing 007C,E01001347,1236,693,265,247,39,142,1929
2021,Ealing 007D,E01001348,1050,548,242,206,18,82,1598
2021,Ealing 006E,E01001349,1018,348,135,137,8,68,1366
2021,Ealing 027C,E01001350,1007,403,173,141,12,77,1410
2021,Ealing 025E,E01001351,1302,597,251,198,21,127,1899
2021,Ealing 027D,E01001352,1089,453,225,152,14,62,1542
2021,Ealing 033A,E01001353,976,397,199,130,12,56,1373
2021,Ealing 027E,E01001354,1466,531,259,186,19,67,1997
2021,Ealing 033B,E01001355,1396,493,243,169,13,68,1889
2021,Ealing 033C,E01001356,955,462,171,165,20,106,1417
2021,Ealing 033D,E01001357,1938,650,354,207,13,76,2588
2021,Ealing 033E,E01001358,1411,468,262,143,8,55,1879
2021,Ealing 026A,E01001359,1248,1139,366,459,52,262,2387
2021,Ealing 026B,E01001360,1309,847,277,332,34,204,2156
2021,Ealing 023E,E01001361,1289,900,254,382,46,218,2189
2021,Ealing 026C,E01001362,1441,1085,391,402,46,246,2526
2021,Ealing 026D,E01001363,971,954,348,365,25,216,1925
2021,Ealing 026E,E01001364,1065,704,224,295,33,152,1769
2021,Ealing 026F,E01001365,1328,1163,360,466,54,283,2491
2021,Ealing 044C,E01001366,1004,972,321,375,44,232,1976
2021,Ealing 043B,E01001367,1431,1173,332,477,67,297,2604
2021,Ealing 044D,E01001368,912,813,271,308,42,192,1725
2021,Ealing 038D,E01001369,1100,900,285,350,53,212,2000
2021,Ealing 044A,E01001370,1135,976,327,374,42,233,2111
2021,Ealing 044B,E01001371,1315,923,320,335,47,221,2238
2021,Ealing 043C,E01001372,1388,1058,375,381,62,240,2446
2021,Ealing 043A,E01001373,1135,874,333,315,56,170,2009
2021,Ealing 040A,E01001374,1581,297,190,71,2,34,1878
2021,Ealing 034A,E01001375,1410,224,157,51,2,14,1634
2021,Ealing 040B,E01001376,1314,320,165,104,3,48,1634
2021,Ealing 034B,E01001377,1379,221,164,44,1,12,1600
2021,Ealing 034C,E01001379,1444,221,173,38,0,10,1665
2021,Ealing 040C,E01001380,1818,400,265,94,1,40,2218
2021,Ealing 034D,E01001381,1359,440,247,127,7,59,1799
2021,Ealing 032B,E01001382,1265,175,120,36,2,17,1440
2021,Ealing 028D,E01001383,1388,304,148,109,8,39,1692
2021,Ealing 032C,E01001384,1348,322,157,110,3,52,1670
2021,Ealing 032D,E01001385,1333,281,160,85,4,32,1614
2021,Ealing 031F,E01001386,1466,281,171,62,13,35,1747
2021,Ealing 032E,E01001387,1156,335,174,106,8,47,1491
2021,Ealing 028E,E01001388,1057,335,155,118,8,54,1392
2021,Ealing 028F,E01001389,1209,541,197,168,12,164,1750
2021,Enfield 036A,E01001390,1249,504,235,184,10,75,1753
2021,Enfield 036B,E01001391,1077,635,233,273,10,119,1712
2021,Enfield 032A,E01001392,1355,460,198,163,14,85,1815
2021,Enfield 036C,E01001393,1315,577,252,225,10,90,1892
2021,Enfield 035A,E01001394,1118,846,409,258,23,156,1964
2021,Enfield 035B,E01001395,1094,494,172,191,16,115,1588
2021,Enfield 036D,E01001396,833,592,190,257,22,123,1425
2021,Enfield 035C,E01001397,1268,780,258,330,19,173,2048
2021,Enfield 021A,E01001398,1185,112,54,40,2,16,1297
2021,Enfield 021B,E01001399,1157,285,108,112,9,56,1442
2021,Enfield 021C,E01001400,1356,168,71,60,3,34,1524
2021,Enfield 016A,E01001401,1126,218,80,93,7,38,1344
2021,Enfield 021D,E01001402,1440,349,146,128,12,63,1789
2021,Enfield 021E,E01001403,1350,266,105,97,14,50,1616
2021,Enfield 026A,E01001404,1152,271,113,97,9,52,1423
2021,Enfield 015A,E01001405,1456,280,100,111,7,62,1736
2021,Enfield 015B,E01001406,1313,258,97,95,12,54,1571
2021,Enfield 005A,E01001407,1372,178,78,68,7,25,1550
2021,Enfield 004A,E01001408,1457,131,72,36,1,22,1588
2021,Enfield 005B,E01001409,1570,357,158,121,6,72,1927
2021,Enfield 005C,E01001410,1678,416,153,145,17,101,2094
2021,Enfield 004B,E01001411,1645,181,88,66,3,24,1826
2021,Enfield 004C,E01001412,1501,186,59,69,7,51,1687
2021,Enfield 004D,E01001413,1510,76,43,19,4,10,1586
2021,Enfield 004E,E01001414,1350,259,80,105,8,66,1609
2021,Enfield 011A,E01001415,1507,455,192,177,9,77,1962
2021,Enfield 013A,E01001416,1492,196,99,71,2,24,1688
2021,Enfield 011B,E01001417,1691,154,78,55,4,17,1845
2021,Enfield 011C,E01001418,1386,303,120,115,11,57,1689
2021,Enfield 020A,E01001419,1502,406,151,173,14,68,1908
2021,Enfield 020B,E01001420,1373,347,154,122,12,59,1720
2021,Enfield 020C,E01001421,1164,442,186,167,14,75,1606
2021,Enfield 011D,E01001422,1525,111,43,52,3,13,1636
2021,Enfield 027A,E01001423,1162,497,138,179,18,162,1659
2021,Enfield 030A,E01001424,854,309,98,113,11,87,1163
2021,Enfield 027B,E01001425,1259,674,174,224,44,232,1933
2021,Enfield 030B,E01001426,1187,571,127,236,35,173,1758
2021,Enfield 030C,E01001427,1106,575,151,226,35,163,1681
2021,Enfield 027C,E01001428,1193,481,149,212,17,103,1674
2021,Enfield 030D,E01001429,1480,746,203,256,51,236,2226
2021,Enfield 030E,E01001430,1236,697,239,242,33,183,1933
2021,Enfield 033A,E01001431,1130,572,164,219,21,168,1702
2021,Enfield 033B,E01001432,1151,650,187,242,43,178,1801
2021,Enfield 007A,E01001433,1381,392,133,152,12,95,1773
2021,Enfield 007B,E01001434,1171,367,111,150,13,93,1538
2021,Enfield 007C,E01001435,1144,325,113,134,14,64,1469
2021,Enfield 007D,E01001436,1423,438,122,187,21,108,1861
2021,Enfield 014A,E01001437,1632,554,177,198,26,153,2186
2021,Enfield 007E,E01001438,1215,389,136,137,17,99,1604
2021,Enfield 006A,E01001439,1422,604,179,221,32,172,2026
2021,Enfield 012A,E01001440,1183,438,141,178,17,102,1621
2021,Enfield 006B,E01001441,1185,377,99,154,16,108,1562
2021,Enfield 002A,E01001442,1184,477,120,193,31,133,1661
2021,Enfield 001A,E01001444,1419,393,146,155,6,86,1812
2021,Enfield 003B,E01001445,2036,607,208,236,19,144,2643
2021,Enfield 001B,E01001446,1436,368,131,116,20,101,1804
2021,Enfield 003C,E01001447,1480,444,148,151,21,124,1924
2021,Enfield 003D,E01001448,1496,410,165,129,15,101,1906
2021,Enfield 003E,E01001449,1295,311,100,111,16,84,1606
2021,Enfield 015C,E01001450,1700,579,218,228,21,112,2279
2021,Enfield 017A,E01001451,1427,186,76,67,12,31,1613
2021,Enfield 017B,E01001452,1239,107,62,31,4,10,1346
2021,Enfield 017C,E01001453,1464,149,63,58,4,24,1613
2021,Enfield 017D,E01001454,1451,204,92,69,6,37,1655
2021,Enfield 021F,E01001455,1231,177,81,57,6,33,1408
2021,Enfield 022A,E01001456,1260,102,46,40,0,16,1362
2021,Enfield 010A,E01001457,1564,202,92,66,4,40,1766
2021,Enfield 037A,E01001458,1060,652,198,239,33,182,1712
2021,Enfield 024A,E01001459,1136,525,154,237,13,121,1661
2021,Enfield 024B,E01001460,1230,748,227,327,34,160,1978
2021,Enfield 027D,E01001461,1024,484,135,184,36,129,1508
2021,Enfield 024C,E01001462,1015,369,96,156,15,102,1384
2021,Enfield 031A,E01001463,1059,462,154,174,23,111,1521
2021,Enfield 027E,E01001464,925,348,115,128,11,94,1273
2021,Enfield 031B,E01001465,994,522,133,181,14,194,1516
2021,Enfield 031C,E01001466,1253,647,182,240,34,191,1900
2021,Enfield 031D,E01001467,1373,561,134,246,35,146,1934
2021,Enfield 010B,E01001468,1214,146,86,42,1,17,1360
2021,Enfield 008A,E01001469,1507,197,88,70,1,38,1704
2021,Enfield 013B,E01001470,1462,146,58,59,4,25,1608
2021,Enfield 010C,E01001471,1577,247,102,90,8,47,1824
2021,Enfield 010D,E01001472,1384,209,75,97,4,33,1593
2021,Enfield 013C,E01001473,1389,150,64,54,4,28,1539
2021,Enfield 010E,E01001474,1637,197,94,64,4,35,1834
2021,Enfield 013D,E01001475,1585,174,92,56,3,23,1759
2021,Enfield 018A,E01001476,1174,518,139,212,22,145,1692
2021,Enfield 018B,E01001477,1393,537,194,184,31,128,1930
2021,Enfield 016B,E01001478,1245,350,110,106,15,119,1595
2021,Enfield 023A,E01001479,1067,638,179,255,37,167,1705
2021,Enfield 024D,E01001480,1094,407,116,157,9,125,1501
2021,Enfield 018C,E01001481,1264,475,141,192,18,124,1739
2021,Enfield 023B,E01001482,1185,677,200,256,27,194,1862
2021,Enfield 025A,E01001483,747,371,75,173,19,104,1118
2021,Enfield 016C,E01001484,1008,339,115,118,13,93,1347
2021,Enfield 025B,E01001485,1186,622,162,264,28,168,1808
2021,Enfield 025C,E01001486,1405,662,170,262,34,196,2067
2021,Enfield 023C,E01001487,1235,636,165,269,34,168,1871
2021,Enfield 024E,E01001488,1297,625,190,232,40,163,1922
2021,Enfield 023D,E01001489,1238,574,167,223,31,153,1812
2021,Enfield 023E,E01001491,1348,546,167,202,37,140,1894
2021,Enfield 025E,E01001492,1400,573,187,224,16,146,1973
2021,Enfield 026B,E01001493,1447,415,151,170,10,84,1862
2021,Enfield 026C,E01001494,1095,337,116,139,20,62,1432
2021,Enfield 029A,E01001495,1197,588,284,203,8,93,1785
2021,Enfield 026D,E01001496,1287,557,154,251,18,134,1844
2021,Enfield 031E,E01001497,1019,382,130,149,15,88,1401
2021,Enfield 029B,E01001498,1153,612,232,224,21,135,1765
2021,Enfield 031F,E01001499,1091,403,123,192,8,80,1494
2021,Enfield 035D,E01001500,1026,479,158,171,25,125,1505
2021,Enfield 036E,E01001501,1466,637,239,237,22,139,2103
2021,Enfield 018D,E01001502,1414,480,153,186,18,123,1894
2021,Enfield 018E,E01001503,1354,470,140,172,19,139,1824
2021,Enfield 012B,E01001504,1378,663,170,268,45,180,2041
2021,Enfield 012C,E01001505,1373,537,130,200,20,187,1910
2021,Enfield 012D,E01001507,1744,752,181,292,37,242,2496
2021,Enfield 012E,E01001508,1652,680,214,275,29,162,2332
2021,Enfield 014C,E01001509,1168,520,153,219,17,131,1688
2021,Enfield 016D,E01001511,1503,331,128,132,9,62,1834
2021,Enfield 015D,E01001512,1732,451,190,159,23,79,2183
2021,Enfield 012F,E01001513,1465,420,114,187,19,100,1885
2021,Enfield 016E,E01001514,1393,296,105,104,8,79,1689
2021,Enfield 015E,E01001515,1437,509,143,229,19,118,1946
2021,Enfield 005D,E01001516,1651,386,116,158,21,91,2037
2021,Enfield 006C,E01001517,1440,546,156,209,29,152,1986
2021,Enfield 016F,E01001518,1385,249,95,88,8,58,1634
2021,Enfield 019A,E01001520,1390,390,161,125,15,89,1780
2021,Enfield 028A,E01001521,1478,342,180,92,11,59,1820
2021,Enfield 019B,E01001522,1414,333,138,126,7,62,1747
2021,Enfield 019C,E01001523,1483,288,115,107,11,55,1771
2021,Enfield 019D,E01001524,1253,268,98,114,3,53,1521
2021,Enfield 020E,E01001525,1484,429,171,154,27,77,1913
2021,Enfield 019E,E01001526,1302,266,93,116,7,50,1568
2021,Enfield 036F,E01001527,1469,477,210,153,16,98,1946
2021,Enfield 032B,E01001528,1163,459,157,195,9,98,1622
2021,Enfield 032C,E01001529,1058,646,235,248,20,143,1704
2021,Enfield 032D,E01001530,1248,426,166,149,12,99,1674
2021,Enfield 028B,E01001531,1261,128,63,40,4,21,1389
2021,Enfield 028C,E01001532,1393,222,92,75,8,47,1615
2021,Enfield 028D,E01001533,1372,230,118,82,4,26,1602
2021,Enfield 032E,E01001534,1220,420,199,148,9,64,1640
2021,Enfield 028E,E01001535,1074,288,117,111,7,53,1362
2021,Enfield 008B,E01001536,1656,257,99,101,10,47,1913
2021,Enfield 005E,E01001537,1458,190,87,64,5,34,1648
2021,Enfield 009A,E01001538,1538,93,44,38,1,10,1631
2021,Enfield 009B,E01001539,1443,146,63,50,5,28,1589
2021,Enfield 008C,E01001540,1557,232,92,63,13,64,1789
2021,Enfield 008D,E01001541,1385,77,41,27,2,7,1462
2021,Enfield 008E,E01001542,1264,254,99,101,8,46,1518
2021,Enfield 009C,E01001543,1409,162,74,52,5,31,1571
2021,Enfield 009D,E01001544,1429,216,70,97,7,42,1645
2021,Enfield 002B,E01001545,1433,382,106,131,21,124,1815
2021,Enfield 001C,E01001546,1443,306,85,129,8,84,1749
2021,Enfield 002C,E01001547,1465,576,144,200,54,178,2041
2021,Enfield 002D,E01001548,1468,392,115,165,20,92,1860
2021,Enfield 006D,E01001549,1732,493,126,177,33,157,2225
2021,Enfield 006E,E01001550,1335,366,112,144,8,102,1701
2021,Enfield 002E,E01001551,1392,338,82,144,14,98,1730
2021,Enfield 001D,E01001552,1498,386,120,132,29,105,1884
2021,Enfield 037B,E01001553,1129,560,171,227,20,142,1689
2021,Enfield 037C,E01001554,1132,597,155,211,43,188,1729
2021,Enfield 033C,E01001555,1466,707,212,297,23,175,2173
2021,Enfield 035E,E01001556,1120,420,133,172,12,103,1540
2021,Enfield 033D,E01001557,1183,460,150,175,25,110,1643
2021,Enfield 033E,E01001558,1193,763,214,308,34,207,1956
2021,Enfield 033F,E01001559,1357,670,194,240,37,199,2027
2021,Enfield 035F,E01001560,1033,485,130,196,17,142,1518
2021,Enfield 037D,E01001562,1432,709,223,231,48,207,2141
2021,Enfield 029C,E01001563,1236,411,134,177,19,81,1647
2021,Enfield 022B,E01001564,1404,190,81,67,1,41,1594
2021,Enfield 029D,E01001565,1335,292,132,111,4,45,1627
2021,Enfield 029E,E01001566,1466,249,113,85,10,41,1715
2021,Enfield 022C,E01001567,1384,106,56,34,4,12,1490
2021,Enfield 022D,E01001568,1668,176,82,63,3,28,1844
2021,Enfield 022E,E01001569,1449,252,92,101,5,54,1701
2021,Enfield 026E,E01001570,1501,327,122,127,16,62,1828
2021,Greenwich 008A,E01001571,1313,446,160,210,15,61,1759
2021,Greenwich 008B,E01001572,1334,328,139,119,10,60,1662
2021,Greenwich 008C,E01001573,1232,298,111,113,19,55,1530
2021,Greenwich 008D,E01001574,1553,282,107,122,3,50,1835
2021,Greenwich 003A,E01001575,1519,236,101,100,4,31,1755
2021,Greenwich 003B,E01001576,1611,304,135,123,5,41,1915
2021,Greenwich 003C,E01001577,1593,287,128,99,8,52,1880
2021,Greenwich 003D,E01001578,1714,481,172,203,8,98,2195
2021,Greenwich 003E,E01001579,1401,278,126,98,7,47,1679
2021,Greenwich 021A,E01001580,1392,199,148,29,2,20,1591
2021,Greenwich 016A,E01001581,1332,206,112,55,13,26,1538
2021,Greenwich 021B,E01001582,1277,205,108,54,6,37,1482
2021,Greenwich 021C,E01001583,1376,144,96,35,1,12,1520
2021,Greenwich 021D,E01001584,1323,129,99,20,2,8,1452
2021,Greenwich 016B,E01001585,1331,144,100,34,0,10,1475
2021,Greenwich 016C,E01001586,1232,135,88,33,3,11,1367
2021,Greenwich 016D,E01001587,1713,217,143,50,2,22,1930
2021,Greenwich 012A,E01001588,1323,325,172,93,9,51,1648
2021,Greenwich 012B,E01001589,1433,341,165,106,13,57,1774
2021,Greenwich 014A,E01001590,1324,332,159,97,15,61,1656
2021,Greenwich 012C,E01001591,1725,286,114,114,10,48,2011
2021,Greenwich 014B,E01001592,1582,271,164,65,6,36,1853
2021,Greenwich 014C,E01001593,1520,195,125,54,3,13,1715
2021,Greenwich 014D,E01001594,1892,414,170,154,15,75,2306
2021,Greenwich 012D,E01001595,1773,356,147,132,12,65,2129
2021,Greenwich 032A,E01001596,1513,150,86,42,3,19,1663
2021,Greenwich 031A,E01001597,1269,233,117,75,6,35,1502
2021,Greenwich 031B,E01001598,1346,213,109,69,2,33,1559
2021,Greenwich 032B,E01001599,1454,160,84,53,4,19,1614
2021,Greenwich 032C,E01001600,1307,148,71,59,3,15,1455
2021,Greenwich 032D,E01001601,1376,86,47,27,2,10,1462
2021,Greenwich 031C,E01001602,1768,290,137,102,14,37,2058
2021,Greenwich 031D,E01001603,1548,137,75,36,8,18,1685
2021,Greenwich 027A,E01001604,1306,189,88,58,8,35,1495
2021,Greenwich 023A,E01001605,1379,90,47,30,3,10,1469
2021,Greenwich 023B,E01001606,1439,112,69,30,1,12,1551
2021,Greenwich 027B,E01001607,1422,125,56,46,4,19,1547
2021,Greenwich 027C,E01001608,1313,89,48,29,2,10,1402
2021,Greenwich 027D,E01001609,1460,178,80,55,5,38,1638
2021,Greenwich 023C,E01001610,1530,158,89,44,5,20,1688
2021,Greenwich 023D,E01001611,1476,218,106,60,13,39,1694
2021,Greenwich 028A,E01001613,1454,234,105,77,6,46,1688
2021,Greenwich 028B,E01001614,1382,77,39,22,2,14,1459
2021,Greenwich 028C,E01001615,1549,353,156,118,15,64,1902
2021,Greenwich 028D,E01001617,1386,182,100,57,5,20,1568
2021,Greenwich 030C,E01001618,1662,172,102,51,6,13,1834
2021,Greenwich 030D,E01001619,1609,269,168,73,6,22,1878
2021,Greenwich 025A,E01001620,1295,246,88,99,8,51,1541
2021,Greenwich 025B,E01001621,1423,206,92,77,9,28,1629
2021,Greenwich 025C,E01001623,1425,316,170,103,3,40,1741
2021,Greenwich 025D,E01001624,1366,195,112,45,1,37,1561
2021,Greenwich 025E,E01001625,1495,228,110,80,3,35,1723
2021,Greenwich 009A,E01001629,1667,391,166,135,9,81,2058
2021,Greenwich 007B,E01001631,1619,404,147,170,16,71,2023
2021,Greenwich 007C,E01001632,1252,703,219,291,42,151,1955
2021,Greenwich 009B,E01001633,1459,491,156,220,33,82,1950
2021,Greenwich 009C,E01001634,1385,288,115,109,6,58,1673
2021,Greenwich 007D,E01001635,1247,332,142,128,10,52,1579
2021,Greenwich 007E,E01001636,1067,533,207,201,28,97,1600
2021,Greenwich 009D,E01001637,1344,391,134,167,16,74,1735
2021,Greenwich 038A,E01001638,1410,292,126,94,5,67,1702
2021,Greenwich 038B,E01001641,1556,241,155,62,8,16,1797
2021,Greenwich 038C,E01001642,1530,136,102,29,1,4,1666
2021,Greenwich 038D,E01001644,2044,453,312,83,11,47,2497
2021,Greenwich 022A,E01001645,1483,307,144,115,6,42,1790
2021,Greenwich 019A,E01001646,2206,479,223,154,15,87,2685
2021,Greenwich 022B,E01001647,1255,181,87,67,5,22,1436
2021,Greenwich 022C,E01001648,1388,256,136,74,6,40,1644
2021,Greenwich 022D,E01001649,1285,226,122,68,6,30,1511
2021,Greenwich 019B,E01001650,1405,364,143,151,15,55,1769
2021,Greenwich 019C,E01001651,1441,347,160,127,12,48,1788
2021,Greenwich 019D,E01001652,1380,272,118,90,5,59,1652
2021,Greenwich 029A,E01001653,1334,186,73,69,8,36,1520
2021,Greenwich 029B,E01001654,1361,180,77,68,8,27,1541
2021,Greenwich 029C,E01001655,1368,149,64,47,2,36,1517
2021,Greenwich 034A,E01001656,1159,130,87,22,3,18,1289
2021,Greenwich 034B,E01001657,1375,143,93,35,2,13,1518
2021,Greenwich 034C,E01001658,1326,249,129,82,7,31,1575
2021,Greenwich 034D,E01001659,1314,230,91,96,10,33,1544
2021,Greenwich 029D,E01001660,1316,192,83,67,6,36,1508
2021,Greenwich 029E,E01001661,1366,235,105,89,2,39,1601
2021,Greenwich 037B,E01001664,1736,279,183,61,6,29,2015
2021,Greenwich 037C,E01001665,1532,295,166,93,1,35,1827
2021,Greenwich 041G,E01001666,1466,441,208,142,13,78,1907
2021,Greenwich 033A,E01001669,1952,456,203,178,17,58,2408
2021,Greenwich 033B,E01001671,1352,247,111,91,2,43,1599
2021,Greenwich 006A,E01001672,1140,715,233,316,27,139,1855
2021,Greenwich 006B,E01001673,1368,894,281,362,63,188,2262
2021,Greenwich 006C,E01001674,1340,773,286,297,45,145,2113
2021,Greenwich 006D,E01001675,1290,961,290,434,66,171,2251
2021,Greenwich 033C,E01001676,1293,438,178,166,16,78,1731
2021,Greenwich 006E,E01001677,1464,613,212,274,29,98,2077
2021,Greenwich 017A,E01001678,1400,293,128,103,7,55,1693
2021,Greenwich 020A,E01001679,1151,150,83,44,3,20,1301
2021,Greenwich 020B,E01001680,1299,158,101,45,0,12,1457
2021,Greenwich 020C,E01001681,1135,212,88,68,6,50,1347
2021,Greenwich 020D,E01001682,1199,134,66,38,3,27,1333
2021,Greenwich 017B,E01001683,1205,274,106,98,11,59,1479
2021,Greenwich 017C,E01001684,1209,193,96,68,7,22,1402
2021,Greenwich 017D,E01001685,1272,228,100,89,3,36,1500
2021,Greenwich 020E,E01001686,1429,289,121,101,12,55,1718
2021,Greenwich 002A,E01001687,1342,278,117,104,5,52,1620
2021,Greenwich 002B,E01001688,2127,425,189,148,11,77,2552
2021,Greenwich 001A,E01001690,1419,241,106,96,5,34,1660
2021,Greenwich 001B,E01001692,1242,178,82,72,0,24,1420
2021,Greenwich 001C,E01001693,1297,180,77,65,7,31,1477
2021,Greenwich 001D,E01001694,1414,258,122,82,5,49,1672
2021,Greenwich 011A,E01001695,1052,416,166,172,14,64,1468
2021,Greenwich 011B,E01001696,1862,611,300,201,11,99,2473
2021,Greenwich 011C,E01001697,1714,802,295,300,21,186,2516
2021,Greenwich 015A,E01001698,1527,305,103,131,16,55,1832
2021,Greenwich 015B,E01001699,1166,215,108,73,3,31,1381
2021,Greenwich 011D,E01001700,1484,809,319,295,57,138,2293
2021,Greenwich 015C,E01001701,1427,248,127,77,8,36,1675
2021,Greenwich 015D,E01001702,1153,285,84,96,14,91,1438
2021,Greenwich 011E,E01001703,1476,504,169,184,27,124,1980
2021,Greenwich 011F,E01001704,1337,255,114,79,12,50,1592
2021,Greenwich 005A,E01001705,1666,484,189,204,15,76,2150
2021,Greenwich 005C,E01001708,1396,238,115,70,6,47,1634
2021,Greenwich 005D,E01001710,1217,478,159,176,17,126,1695
2021,Greenwich 042A,E01001712,1544,461,201,179,15,66,2005
2021,Hackney 002A,E01001714,1486,496,203,200,21,72,1982
2021,Hackney 007A,E01001715,1008,234,146,65,5,18,1242
2021,Hackney 007B,E01001716,1277,414,176,141,20,77,1691
2021,Hackney 007C,E01001717,861,233,94,86,7,46,1094
2021,Hackney 007D,E01001718,1341,330,175,102,6,47,1671
2021,Hackney 007E,E01001719,1234,356,165,97,14,80,1590
2021,Hackney 007F,E01001720,1451,193,143,34,2,14,1644
2021,Hackney 029A,E01001722,1596,567,202,163,30,172,2163
2021,Hackney 006A,E01001723,1556,307,142,108,6,51,1863
2021,Hackney 006B,E01001724,2002,766,306,255,20,185,2768
2021,Hackney 004A,E01001725,1308,404,126,131,26,121,1712
2021,Hackney 004B,E01001726,968,305,116,96,14,79,1273
2021,Hackney 006C,E01001727,1415,479,152,185,38,104,1894
2021,Hackney 029B,E01001728,1292,443,125,150,27,141,1735
2021,Hackney 019A,E01001729,1531,377,135,147,14,81,1908
2021,Hackney 019B,E01001730,2080,565,230,176,27,132,2645
2021,Hackney 017A,E01001731,1976,596,266,187,22,121,2572
2021,Hackney 019C,E01001732,1484,331,140,95,18,78,1815
2021,Hackney 015A,E01001733,1517,292,131,95,14,52,1809
2021,Hackney 017B,E01001734,1442,338,161,98,7,72,1780
2021,Hackney 019D,E01001735,1306,227,107,60,15,45,1533
2021,Hackney 012A,E01001736,1303,204,113,47,6,38,1507
2021,Hackney 012B,E01001737,1476,215,126,50,3,36,1691
2021,Hackney 012C,E01001738,1419,273,130,81,8,54,1692
2021,Hackney 012D,E01001739,1690,228,129,56,8,35,1918
2021,Hackney 014A,E01001740,1140,369,157,104,21,87,1509
2021,Hackney 009A,E01001741,1260,134,78,33,4,19,1394
2021,Hackney 008A,E01001742,1452,249,114,76,7,52,1701
2021,Hackney 031A,E01001744,1642,301,155,79,8,59,1943
2021,Hackney 016A,E01001745,1644,432,162,145,15,110,2076
2021,Hackney 016B,E01001746,1268,347,123,130,17,77,1615
2021,Hackney 014B,E01001747,1846,440,203,134,18,85,2286
2021,Hackney 020B,E01001749,1267,180,108,45,2,25,1447
2021,Hackney 031D,E01001750,1672,366,217,88,11,50,2038
2021,Hackney 031B,E01001751,1289,140,101,29,1,9,1429
2021,Hackney 025B,E01001753,1119,351,138,127,11,75,1470
2021,Hackney 025D,E01001755,1299,325,146,90,18,71,1624
2021,Hackney 030C,E01001756,1675,295,193,58,7,37,1970
2021,Hackney 016C,E01001757,1194,346,122,122,11,91,1540
2021,Hackney 016D,E01001758,1995,524,259,131,21,113,2519
2021,Hackney 016E,E01001759,1349,253,140,59,6,48,1602
2021,Hackney 017C,E01001760,1476,367,211,94,11,51,1843
2021,Hackney 016F,E01001761,1435,333,151,103,9,70,1768
2021,Hackney 017D,E01001762,1390,242,154,39,7,42,1632
2021,Hackney 020C,E01001763,1452,268,143,62,14,49,1720
