date,geography,geography code,"Household language (English and Welsh): All adults in household have English in England, or English or Welsh in Wales as a main language","Household language (English and Welsh): At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language","Household language (English and Welsh): No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language","Household language (English and Welsh): No people in household have English in England, or English or Welsh in Wales as a main language",Household language (English and Welsh): Total: All households
2021,Enfield 022B,E01001564,546,44,9,43,642
2021,Enfield 029D,E01001565,554,65,15,72,706
2021,Enfield 029E,E01001566,508,48,15,56,627
2021,Enfield 022C,E01001567,544,35,7,20,606
2021,Enfield 022D,E01001568,455,84,3,25,567
2021,Enfield 022E,E01001569,618,46,14,71,749
2021,Enfield 026E,E01001570,558,75,16,76,725
2021,Greenwich 008A,E01001571,460,62,41,66,629
2021,Greenwich 008B,E01001572,504,64,21,62,651
2021,Greenwich 008C,E01001573,409,53,18,44,524
2021,Greenwich 008D,E01001574,613,48,31,59,751
2021,Greenwich 003A,E01001575,505,52,18,46,621
2021,Greenwich 003B,E01001576,529,59,31,53,672
2021,Greenwich 003C,E01001577,590,52,19,65,726
2021,Greenwich 003D,E01001578,635,82,43,89,849
2021,Greenwich 003E,E01001579,496,53,23,51,623
2021,Greenwich 021A,E01001580,667,64,14,47,792
2021,Greenwich 016A,E01001581,600,43,7,76,726
2021,Greenwich 021B,E01001582,544,51,14,50,659
2021,Greenwich 021C,E01001583,668,50,7,42,767
2021,Greenwich 021D,E01001584,579,49,7,29,664
2021,Greenwich 016B,E01001585,519,46,7,30,602
2021,Greenwich 016C,E01001586,576,54,7,26,663
2021,Greenwich 016D,E01001587,826,51,11,64,952
2021,Greenwich 012A,E01001588,497,66,18,58,639
2021,Greenwich 012B,E01001589,508,80,29,62,679
2021,Greenwich 014A,E01001590,553,73,8,80,714
2021,Greenwich 012C,E01001591,650,86,17,55,808
2021,Greenwich 014B,E01001592,588,73,20,54,735
2021,Greenwich 014C,E01001593,650,50,22,44,766
2021,Greenwich 014D,E01001594,610,135,28,61,834
2021,Greenwich 012D,E01001595,564,84,26,57,731
2021,Greenwich 032A,E01001596,562,42,10,24,638
2021,Greenwich 031A,E01001597,520,44,9,60,633
2021,Greenwich 031B,E01001598,495,57,14,40,606
2021,Greenwich 032B,E01001599,532,33,15,23,603
2021,Greenwich 032C,E01001600,554,38,10,36,638
2021,Greenwich 032D,E01001601,520,27,7,14,568
2021,Greenwich 031C,E01001602,595,51,23,45,714
2021,Greenwich 031D,E01001603,670,21,20,30,741
2021,Greenwich 027A,E01001604,492,56,11,39,598
2021,Greenwich 023A,E01001605,520,25,13,10,568
2021,Greenwich 023B,E01001606,542,34,14,18,608
2021,Greenwich 027B,E01001607,598,34,10,27,669
2021,Greenwich 027C,E01001608,531,28,4,19,582
2021,Greenwich 027D,E01001609,650,34,12,44,740
2021,Greenwich 023C,E01001610,606,51,11,34,702
2021,Greenwich 023D,E01001611,619,45,19,29,712
2021,Greenwich 028A,E01001613,690,42,15,52,799
2021,Greenwich 028B,E01001614,505,24,4,13,546
2021,Greenwich 028C,E01001615,753,72,23,93,941
2021,Greenwich 028D,E01001617,645,28,15,45,733
2021,Greenwich 030C,E01001618,666,43,12,35,756
2021,Greenwich 030D,E01001619,693,62,16,58,829
2021,Greenwich 025A,E01001620,390,66,13,34,503
2021,Greenwich 025B,E01001621,557,51,19,42,669
2021,Greenwich 025C,E01001623,518,54,28,69,669
2021,Greenwich 025D,E01001624,539,44,21,23,627
2021,Greenwich 025E,E01001625,523,42,18,36,619
2021,Greenwich 009A,E01001629,634,80,26,98,838
2021,Greenwich 007B,E01001631,592,79,37,81,789
2021,Greenwich 007C,E01001632,402,97,44,121,664
2021,Greenwich 009B,E01001633,573,78,31,95,777
2021,Greenwich 009C,E01001634,508,58,31,61,658
2021,Greenwich 007D,E01001635,497,58,11,74,640
2021,Greenwich 007E,E01001636,393,78,18,111,600
2021,Greenwich 009D,E01001637,515,64,24,84,687
2021,Greenwich 038A,E01001638,515,77,28,59,679
2021,Greenwich 038B,E01001641,691,60,17,48,816
2021,Greenwich 038C,E01001642,665,55,8,29,757
2021,Greenwich 038D,E01001644,908,115,14,145,1182
2021,Greenwich 022A,E01001645,562,68,19,57,706
2021,Greenwich 019A,E01001646,886,89,32,123,1130
2021,Greenwich 022B,E01001647,463,61,11,27,562
2021,Greenwich 022C,E01001648,558,72,14,51,695
2021,Greenwich 022D,E01001649,476,41,14,42,573
2021,Greenwich 019B,E01001650,458,71,29,52,610
2021,Greenwich 019C,E01001651,581,73,27,63,744
2021,Greenwich 019D,E01001652,565,65,14,63,707
2021,Greenwich 029A,E01001653,499,41,21,37,598
2021,Greenwich 029B,E01001654,475,43,21,30,569
2021,Greenwich 029C,E01001655,554,33,11,34,632
2021,Greenwich 034A,E01001656,503,47,10,25,585
2021,Greenwich 034B,E01001657,617,33,8,45,703
2021,Greenwich 034C,E01001658,595,44,29,62,730
2021,Greenwich 034D,E01001659,440,60,11,40,551
2021,Greenwich 029D,E01001660,467,48,16,34,565
2021,Greenwich 029E,E01001661,467,54,23,33,577
2021,Greenwich 037B,E01001664,711,77,10,86,884
2021,Greenwich 037C,E01001665,607,78,16,71,772
2021,Greenwich 041G,E01001666,518,91,23,111,743
2021,Greenwich 033A,E01001669,703,80,37,95,915
2021,Greenwich 033B,E01001671,560,45,35,43,683
2021,Greenwich 006A,E01001672,381,87,39,132,639
2021,Greenwich 006B,E01001673,481,97,28,193,799
2021,Greenwich 006C,E01001674,441,94,39,137,711
2021,Greenwich 006D,E01001675,372,117,39,173,701
2021,Greenwich 033C,E01001676,487,60,35,92,674
2021,Greenwich 006E,E01001677,474,84,39,131,728
2021,Greenwich 017A,E01001678,517,48,18,60,643
2021,Greenwich 020A,E01001679,473,36,11,33,553
2021,Greenwich 020B,E01001680,534,38,15,30,617
2021,Greenwich 020C,E01001681,433,40,15,37,525
2021,Greenwich 020D,E01001682,483,25,11,32,551
2021,Greenwich 017B,E01001683,478,57,15,51,601
2021,Greenwich 017C,E01001684,475,43,11,36,565
2021,Greenwich 017D,E01001685,544,42,19,47,652
2021,Greenwich 020E,E01001686,601,52,21,78,752
2021,Greenwich 002A,E01001687,378,51,22,62,513
2021,Greenwich 002B,E01001688,731,70,49,87,937
2021,Greenwich 001A,E01001690,649,31,18,116,814
2021,Greenwich 001B,E01001692,456,45,19,38,558
2021,Greenwich 001C,E01001693,517,31,15,50,613
2021,Greenwich 001D,E01001694,485,52,11,63,611
2021,Greenwich 011A,E01001695,382,68,24,88,562
2021,Greenwich 011B,E01001696,793,122,53,175,1143
2021,Greenwich 011C,E01001697,578,121,73,161,933
2021,Greenwich 015A,E01001698,591,59,25,80,755
2021,Greenwich 015B,E01001699,539,44,17,63,663
2021,Greenwich 011D,E01001700,485,125,45,143,798
2021,Greenwich 015C,E01001701,634,58,15,69,776
2021,Greenwich 015D,E01001702,306,74,9,51,440
2021,Greenwich 011E,E01001703,508,97,37,124,766
2021,Greenwich 011F,E01001704,493,55,10,62,620
2021,Greenwich 005A,E01001705,605,91,34,118,848
2021,Greenwich 005C,E01001708,564,55,19,46,684
2021,Greenwich 005D,E01001710,443,78,38,92,651
2021,Greenwich 042A,E01001712,651,99,36,126,912
2021,Hackney 002A,E01001714,576,107,29,141,853
2021,Hackney 007A,E01001715,503,65,4,86,658
2021,Hackney 007B,E01001716,565,92,31,145,833
2021,Hackney 007C,E01001717,286,80,8,53,427
2021,Hackney 007D,E01001718,617,72,11,122,822
2021,Hackney 007E,E01001719,491,97,30,80,698
2021,Hackney 007F,E01001720,651,67,5,64,787
2021,Hackney 029A,E01001722,633,112,28,151,924
2021,Hackney 006A,E01001723,519,100,6,57,682
2021,Hackney 006B,E01001724,675,206,21,168,1070
2021,Hackney 004A,E01001725,385,87,21,74,567
2021,Hackney 004B,E01001726,302,75,18,69,464
2021,Hackney 006C,E01001727,376,111,14,60,561
2021,Hackney 029B,E01001728,370,133,16,67,586
2021,Hackney 019A,E01001729,361,78,18,42,499
2021,Hackney 019B,E01001730,802,131,54,142,1129
2021,Hackney 017A,E01001731,773,149,47,187,1156
2021,Hackney 019C,E01001732,550,109,27,68,754
2021,Hackney 015A,E01001733,563,82,20,71,736
2021,Hackney 017B,E01001734,637,91,18,106,852
2021,Hackney 019D,E01001735,516,63,11,61,651
2021,Hackney 012A,E01001736,545,65,10,57,677
2021,Hackney 012B,E01001737,565,76,12,53,706
2021,Hackney 012C,E01001738,613,84,16,83,796
2021,Hackney 012D,E01001739,718,89,12,66,885
2021,Hackney 014A,E01001740,422,95,28,81,626
2021,Hackney 009A,E01001741,477,61,9,29,576
2021,Hackney 008A,E01001742,610,84,27,60,781
2021,Hackney 031A,E01001744,654,77,17,69,817
2021,Hackney 016A,E01001745,658,118,31,107,914
2021,Hackney 016B,E01001746,388,132,30,49,599
2021,Hackney 014B,E01001747,807,112,16,141,1076
2021,Hackney 020B,E01001749,536,80,5,48,669
2021,Hackney 031D,E01001750,688,109,25,104,926
2021,Hackney 031B,E01001751,557,54,6,30,647
2021,Hackney 025B,E01001753,425,84,45,75,629
2021,Hackney 025D,E01001755,505,103,18,65,691
2021,Hackney 030C,E01001756,753,104,14,85,956
2021,Hackney 016C,E01001757,420,80,32,76,608
2021,Hackney 016D,E01001758,746,152,41,142,1081
2021,Hackney 016E,E01001759,564,94,10,58,726
2021,Hackney 017C,E01001760,649,89,26,108,872
2021,Hackney 016F,E01001761,704,90,16,114,924
2021,Hackney 017D,E01001762,641,74,15,68,798
2021,Hackney 020C,E01001763,646,84,12,74,816
2021,Hackney 010A,E01001764,465,129,15,60,669
2021,Hackney 010B,E01001765,529,119,15,87,750
2021,Hackney 010D,E01001767,452,67,36,75,630
2021,Hackney 006D,E01001768,587,98,9,55,749
2021,Hackney 006E,E01001769,487,73,6,66,632
2021,Hackney 010E,E01001770,557,91,19,102,769
2021,Hackney 024A,E01001772,529,107,18,115,769
2021,Hackney 025E,E01001773,767,143,27,105,1042
2021,Hackney 024B,E01001774,581,132,30,111,854
2021,Hackney 024C,E01001775,501,96,24,81,702
2021,Hackney 025F,E01001776,545,106,19,82,752
2021,Hackney 033A,E01001777,780,168,22,176,1146
2021,Hackney 032D,E01001780,587,121,30,113,851
2021,Hackney 026B,E01001781,449,118,26,91,684
2021,Hackney 026D,E01001783,424,105,33,109,671
2021,Hackney 032A,E01001784,533,99,28,97,757
2021,Hackney 015B,E01001785,446,83,11,45,585
2021,Hackney 013A,E01001786,621,98,44,79,842
2021,Hackney 013B,E01001787,481,79,16,72,648
2021,Hackney 013C,E01001788,490,67,12,79,648
2021,Hackney 015C,E01001789,486,60,13,66,625
2021,Hackney 013D,E01001790,428,80,22,54,584
2021,Hackney 015D,E01001791,370,85,14,23,492
2021,Hackney 011A,E01001792,498,125,19,75,717
2021,Hackney 011B,E01001793,498,73,6,29,606
2021,Hackney 011C,E01001794,482,111,9,42,644
2021,Hackney 011D,E01001795,394,76,5,40,515
2021,Hackney 011E,E01001796,472,75,8,77,632
2021,Hackney 028A,E01001798,476,123,20,111,730
2021,Hackney 003A,E01001799,346,64,6,33,449
2021,Hackney 004C,E01001800,456,74,20,111,661
2021,Hackney 008B,E01001801,412,80,8,45,545
2021,Hackney 003B,E01001802,329,67,27,36,459
2021,Hackney 008C,E01001803,531,87,9,57,684
2021,Hackney 003C,E01001804,322,82,16,39,459
2021,Hackney 009B,E01001805,358,62,13,75,508
2021,Hackney 008D,E01001806,551,64,12,49,676
2021,Hackney 003D,E01001807,442,84,20,105,651
2021,Hackney 001A,E01001808,374,55,7,109,545
2021,Hackney 001B,E01001809,414,66,10,80,570
2021,Hackney 002D,E01001811,418,78,45,129,670
2021,Hackney 003E,E01001812,388,95,11,72,566
2021,Hackney 002E,E01001813,460,127,43,164,794
2021,Hackney 001C,E01001814,353,82,14,108,557
2021,Hackney 024D,E01001815,481,107,19,59,666
2021,Hackney 020D,E01001816,503,69,16,33,621
2021,Hackney 020E,E01001819,590,83,1,73,747
2021,Hackney 024E,E01001820,442,75,9,50,576
2021,Hackney 024F,E01001821,434,71,14,65,584
2021,Hackney 029C,E01001822,443,116,22,96,677
2021,Hackney 001D,E01001823,350,80,11,79,520
2021,Hackney 004D,E01001824,365,66,18,57,506
2021,Hackney 001E,E01001825,297,66,1,37,401
2021,Hackney 004E,E01001826,358,89,14,65,526
2021,Hackney 029D,E01001827,434,77,15,70,596
2021,Hackney 028B,E01001828,589,109,26,91,815
2021,Hackney 009C,E01001829,542,57,3,59,661
2021,Hackney 014C,E01001830,624,119,13,138,894
2021,Hackney 009D,E01001831,584,109,9,85,787
2021,Hackney 009E,E01001832,461,96,5,62,624
2021,Hackney 014D,E01001833,684,111,28,98,921
2021,Hackney 014E,E01001834,579,133,19,75,806
2021,Hackney 014F,E01001835,383,67,4,38,492
2021,Hackney 022A,E01001836,646,97,14,56,813
2021,Hackney 023B,E01001837,521,65,7,45,638
2021,Hackney 019E,E01001838,466,96,50,86,698
2021,Hackney 023C,E01001839,739,138,24,138,1039
2021,Hackney 022B,E01001840,493,93,18,56,660
2021,Hackney 022C,E01001841,549,38,6,39,632
2021,Hackney 023D,E01001842,502,76,13,52,643
2021,Hackney 023E,E01001843,415,42,5,16,478
2021,Hackney 022D,E01001844,566,97,13,33,709
2021,Hackney 022E,E01001845,589,73,14,48,724
2021,Hackney 018A,E01001846,431,54,9,43,537
2021,Hackney 018B,E01001847,427,80,13,35,555
2021,Hackney 018C,E01001848,544,89,16,48,697
2021,Hackney 018D,E01001849,803,112,27,74,1016
2021,Hackney 019F,E01001850,496,106,32,73,707
2021,Hammersmith and Fulham 010A,E01001851,477,61,18,91,647
2021,Hammersmith and Fulham 007A,E01001852,661,77,13,171,922
2021,Hammersmith and Fulham 007B,E01001853,480,76,15,94,665
2021,Hammersmith and Fulham 007C,E01001854,603,82,21,178,884
2021,Hammersmith and Fulham 010B,E01001855,630,75,20,158,883
2021,Hammersmith and Fulham 010C,E01001856,504,64,16,138,722
2021,Hammersmith and Fulham 007D,E01001857,513,85,24,160,782
2021,Hammersmith and Fulham 006A,E01001858,527,79,11,107,724
2021,Hammersmith and Fulham 008A,E01001859,791,163,46,149,1149
2021,Hammersmith and Fulham 006B,E01001860,532,88,23,129,772
2021,Hammersmith and Fulham 006C,E01001861,456,58,18,93,625
2021,Hammersmith and Fulham 005A,E01001862,631,83,13,109,836
2021,Hammersmith and Fulham 006D,E01001863,483,63,7,74,627
2021,Hammersmith and Fulham 006E,E01001864,560,50,16,71,697
2021,Hammersmith and Fulham 008B,E01001865,522,59,20,67,668
2021,Hammersmith and Fulham 012A,E01001866,409,94,13,140,656
2021,Hammersmith and Fulham 012B,E01001867,359,59,10,107,535
2021,Hammersmith and Fulham 012C,E01001868,418,83,13,80,594
2021,Hammersmith and Fulham 010D,E01001869,480,43,15,50,588
2021,Hammersmith and Fulham 012D,E01001870,591,94,9,215,909
2021,Hammersmith and Fulham 012E,E01001871,473,87,20,122,702
2021,Hammersmith and Fulham 012F,E01001872,507,66,11,130,714
2021,Hammersmith and Fulham 010E,E01001873,495,72,16,124,707
2021,Hammersmith and Fulham 001B,E01001875,452,99,18,86,655
2021,Hammersmith and Fulham 001C,E01001876,529,103,32,148,812
2021,Hammersmith and Fulham 001D,E01001877,432,70,13,96,611
2021,Hammersmith and Fulham 001E,E01001878,426,89,19,58,592
2021,Hammersmith and Fulham 019A,E01001879,459,76,12,85,632
2021,Hammersmith and Fulham 017A,E01001880,580,54,12,98,744
2021,Hammersmith and Fulham 017B,E01001881,591,76,19,134,820
2021,Hammersmith and Fulham 017C,E01001882,543,82,8,77,710
2021,Hammersmith and Fulham 017D,E01001883,673,103,22,146,944
2021,Hammersmith and Fulham 017E,E01001884,666,83,14,155,918
2021,Hammersmith and Fulham 015A,E01001885,339,91,21,66,517
2021,Hammersmith and Fulham 016A,E01001886,453,88,15,72,628
2021,Hammersmith and Fulham 016B,E01001887,468,71,21,77,637
2021,Hammersmith and Fulham 018A,E01001888,471,89,9,44,613
2021,Hammersmith and Fulham 014A,E01001889,440,77,8,51,576
2021,Hammersmith and Fulham 016C,E01001890,468,107,17,147,739
2021,Hammersmith and Fulham 018B,E01001891,747,135,32,240,1154
2021,Hammersmith and Fulham 016D,E01001892,448,66,12,55,581
2021,Hammersmith and Fulham 013A,E01001893,419,97,27,99,642
2021,Hammersmith and Fulham 013B,E01001894,498,73,15,119,705
2021,Hammersmith and Fulham 009A,E01001895,511,54,7,70,642
2021,Hammersmith and Fulham 009B,E01001896,526,48,12,120,706
2021,Hammersmith and Fulham 009C,E01001897,428,66,6,58,558
2021,Hammersmith and Fulham 013C,E01001898,619,115,21,196,951
2021,Hammersmith and Fulham 013D,E01001899,558,84,13,135,790
2021,Hammersmith and Fulham 013E,E01001900,508,79,24,106,717
2021,Hammersmith and Fulham 019B,E01001901,534,65,14,70,683
2021,Hammersmith and Fulham 019C,E01001902,608,84,13,100,805
2021,Hammersmith and Fulham 019D,E01001903,449,70,11,65,595
2021,Hammersmith and Fulham 022A,E01001904,556,75,15,67,713
2021,Hammersmith and Fulham 022B,E01001905,536,85,17,70,708
2021,Hammersmith and Fulham 022C,E01001906,503,49,9,64,625
2021,Hammersmith and Fulham 022D,E01001907,431,55,8,50,544
2021,Hammersmith and Fulham 015B,E01001908,532,72,14,144,762
2021,Hammersmith and Fulham 015C,E01001909,633,74,7,144,858
2021,Hammersmith and Fulham 014B,E01001910,552,60,6,117,735
2021,Hammersmith and Fulham 015D,E01001911,492,104,26,88,710
2021,Hammersmith and Fulham 015E,E01001912,329,89,25,77,520
2021,Hammersmith and Fulham 014C,E01001913,566,64,10,71,711
2021,Hammersmith and Fulham 014D,E01001914,554,86,7,183,830
2021,Hammersmith and Fulham 024A,E01001915,501,65,14,48,628
2021,Hammersmith and Fulham 024B,E01001916,508,43,11,40,602
2021,Hammersmith and Fulham 018C,E01001917,536,67,12,84,699
2021,Hammersmith and Fulham 018D,E01001918,481,69,16,47,613
2021,Hammersmith and Fulham 018E,E01001919,476,71,16,35,598
2021,Hammersmith and Fulham 020A,E01001920,606,66,10,94,776
2021,Hammersmith and Fulham 020B,E01001921,476,67,17,44,604
2021,Hammersmith and Fulham 020C,E01001922,515,70,13,44,642
2021,Hammersmith and Fulham 020D,E01001923,498,66,16,69,649
2021,Hammersmith and Fulham 020E,E01001924,479,71,17,43,610
2021,Hammersmith and Fulham 025A,E01001925,495,59,12,53,619
2021,Hammersmith and Fulham 024C,E01001926,477,52,11,40,580
2021,Hammersmith and Fulham 008C,E01001927,444,44,2,28,518
2021,Hammersmith and Fulham 011A,E01001928,532,65,21,66,684
2021,Hammersmith and Fulham 009D,E01001929,484,60,10,39,593
2021,Hammersmith and Fulham 008D,E01001930,591,60,20,100,771
2021,Hammersmith and Fulham 011B,E01001931,468,62,16,111,657
2021,Hammersmith and Fulham 011C,E01001932,529,87,15,115,746
2021,Hammersmith and Fulham 011D,E01001933,544,60,9,74,687
2021,Hammersmith and Fulham 025B,E01001934,567,103,24,101,795
2021,Hammersmith and Fulham 023A,E01001935,743,82,13,82,920
2021,Hammersmith and Fulham 025C,E01001937,537,83,22,80,722
2021,Hammersmith and Fulham 025D,E01001938,478,69,22,63,632
2021,Hammersmith and Fulham 005B,E01001940,488,89,18,114,709
2021,Hammersmith and Fulham 005C,E01001941,505,101,10,155,771
2021,Hammersmith and Fulham 005D,E01001942,573,95,15,186,869
2021,Hammersmith and Fulham 004A,E01001943,734,134,19,214,1101
2021,Hammersmith and Fulham 004B,E01001944,531,91,39,138,799
2021,Hammersmith and Fulham 004C,E01001945,559,89,14,87,749
2021,Hammersmith and Fulham 004D,E01001946,575,109,18,144,846
2021,Hammersmith and Fulham 021A,E01001947,419,82,21,65,587
2021,Hammersmith and Fulham 021B,E01001948,685,82,16,58,841
2021,Hammersmith and Fulham 021C,E01001949,519,60,20,45,644
2021,Hammersmith and Fulham 021D,E01001950,464,68,9,56,597
2021,Hammersmith and Fulham 021E,E01001951,533,73,16,72,694
2021,Hammersmith and Fulham 024D,E01001952,623,78,14,112,827
2021,Hammersmith and Fulham 021F,E01001953,506,73,9,93,681
2021,Hammersmith and Fulham 003A,E01001954,504,67,27,67,665
2021,Hammersmith and Fulham 002A,E01001955,561,134,25,103,823
2021,Hammersmith and Fulham 003B,E01001956,416,85,24,73,598
2021,Hammersmith and Fulham 002B,E01001957,364,115,39,69,587
2021,Hammersmith and Fulham 002C,E01001958,372,129,28,70,599
2021,Hammersmith and Fulham 003C,E01001959,392,108,27,57,584
2021,Hammersmith and Fulham 003D,E01001960,530,117,10,116,773
2021,Hammersmith and Fulham 002D,E01001961,296,127,46,63,532
2021,Haringey 004A,E01001962,513,65,24,38,640
2021,Haringey 009A,E01001963,577,61,7,33,678
2021,Haringey 009B,E01001964,500,61,14,65,640
2021,Haringey 009C,E01001965,554,35,9,30,628
2021,Haringey 009D,E01001966,447,41,8,21,517
2021,Haringey 014A,E01001967,522,43,9,29,603
2021,Haringey 014B,E01001968,573,54,13,52,692
2021,Haringey 001A,E01001969,530,98,33,208,869
2021,Haringey 004B,E01001970,448,123,28,150,749
2021,Haringey 001B,E01001971,517,136,31,134,818
2021,Haringey 004C,E01001972,498,107,30,93,728
2021,Haringey 004D,E01001973,671,118,40,173,1002
2021,Haringey 001C,E01001974,566,90,42,276,974
2021,Haringey 001D,E01001975,500,75,31,208,814
2021,Haringey 011A,E01001976,405,94,41,146,686
2021,Haringey 011B,E01001977,348,82,32,143,605
2021,Haringey 011C,E01001978,484,105,34,165,788
2021,Haringey 011D,E01001979,552,125,44,206,927
2021,Haringey 018A,E01001980,455,91,24,132,702
2021,Haringey 018B,E01001981,353,108,15,170,646
2021,Haringey 018C,E01001982,435,89,38,159,721
2021,Haringey 018D,E01001983,424,76,23,127,650
2021,Haringey 033A,E01001984,757,79,27,94,957
2021,Haringey 033B,E01001985,599,75,10,42,726
2021,Haringey 034A,E01001986,597,55,7,38,697
2021,Haringey 033C,E01001987,636,60,9,53,758
2021,Haringey 034B,E01001988,650,65,12,63,790
2021,Haringey 033D,E01001989,642,49,8,57,756
2021,Haringey 034C,E01001990,727,92,19,102,940
2021,Haringey 017A,E01001991,572,72,25,69,738
2021,Haringey 017B,E01001992,562,62,10,44,678
2021,Haringey 017C,E01001993,526,42,8,27,603
2021,Haringey 030A,E01001994,574,76,20,74,744
2021,Haringey 017D,E01001995,717,128,38,59,942
2021,Haringey 014C,E01001996,489,59,13,54,615
2021,Haringey 014D,E01001997,547,66,20,68,701
2021,Haringey 023A,E01001998,523,112,20,172,827
2021,Haringey 023B,E01001999,526,122,24,291,963
2021,Haringey 031A,E01002000,477,89,19,154,739
2021,Haringey 031B,E01002001,484,85,8,109,686
2021,Haringey 031C,E01002002,474,87,14,221,796
2021,Haringey 023C,E01002003,610,153,54,322,1139
2021,Haringey 023D,E01002004,460,125,13,120,718
2021,Haringey 035A,E01002005,585,58,5,87,735
2021,Haringey 035B,E01002006,599,87,11,75,772
2021,Haringey 035C,E01002007,564,62,9,52,687
2021,Haringey 030B,E01002008,457,42,9,19,527
2021,Haringey 035D,E01002009,553,50,5,44,652
2021,Haringey 030C,E01002010,584,56,16,43,699
2021,Haringey 030D,E01002011,632,81,7,56,776
2021,Haringey 022A,E01002013,494,41,10,29,574
2021,Haringey 020B,E01002014,663,68,16,90,837
2021,Haringey 020C,E01002015,514,53,7,56,630
2021,Haringey 028A,E01002016,728,74,15,62,879
2021,Haringey 028B,E01002017,538,60,13,43,654
2021,Haringey 020D,E01002018,511,42,13,31,597
2021,Haringey 022B,E01002019,489,36,9,11,545
2021,Haringey 021A,E01002020,569,54,9,68,700
2021,Haringey 022C,E01002021,499,33,5,27,564
2021,Haringey 021B,E01002022,796,72,21,91,980
2021,Haringey 021C,E01002023,506,36,7,39,588
2021,Haringey 022D,E01002024,433,47,2,43,525
2021,Haringey 021D,E01002025,523,42,7,28,600
2021,Haringey 016A,E01002026,441,136,25,152,754
