date,geography,geography code,Multiple main languages in household: All household members have the same main language,Multiple main languages in household: Any other combination of multiple main languages,"Multiple main languages in household: Main language differs between generations, but not within partnerships",Multiple main languages in household: Main language differs within partnerships,Multiple main languages in household: One-person household,Multiple main languages in household: Total: All households
2021,Greenwich 025D,E01001624,398,18,29,21,160,626
2021,Greenwich 025E,E01001625,415,22,24,15,141,617
2021,Greenwich 009A,E01001629,480,38,47,28,244,837
2021,Greenwich 007B,E01001631,411,47,51,28,254,791
2021,Greenwich 007C,E01001632,363,66,53,29,154,665
2021,Greenwich 009B,E01001633,405,34,51,30,255,775
2021,Greenwich 009C,E01001634,358,19,53,22,205,657
2021,Greenwich 007D,E01001635,376,27,22,26,190,641
2021,Greenwich 007E,E01001636,313,52,35,17,182,599
2021,Greenwich 009D,E01001637,366,39,33,23,228,689
2021,Greenwich 038A,E01001638,377,47,45,20,190,679
2021,Greenwich 038B,E01001641,460,26,23,35,272,816
2021,Greenwich 038C,E01001642,489,15,9,43,201,757
2021,Greenwich 038D,E01001644,648,57,19,81,375,1180
2021,Greenwich 022A,E01001645,425,34,32,27,188,706
2021,Greenwich 019A,E01001646,675,42,48,44,323,1132
2021,Greenwich 022B,E01001647,349,27,24,29,139,568
2021,Greenwich 022C,E01001648,395,29,21,40,208,693
2021,Greenwich 022D,E01001649,362,21,16,23,152,574
2021,Greenwich 019B,E01001650,369,49,37,23,133,611
2021,Greenwich 019C,E01001651,373,37,35,36,263,744
2021,Greenwich 019D,E01001652,381,39,18,31,239,708
2021,Greenwich 029A,E01001653,380,15,32,16,153,596
2021,Greenwich 029B,E01001654,363,19,29,17,141,569
2021,Greenwich 029C,E01001655,364,14,17,22,214,631
2021,Greenwich 034A,E01001656,338,11,15,32,189,585
2021,Greenwich 034B,E01001657,415,9,11,27,242,704
2021,Greenwich 034C,E01001658,399,14,33,30,254,730
2021,Greenwich 034D,E01001659,341,35,23,21,132,552
2021,Greenwich 029D,E01001660,383,22,24,21,114,564
2021,Greenwich 029E,E01001661,388,23,35,24,108,578
2021,Greenwich 037B,E01001664,529,32,15,52,256,884
2021,Greenwich 037C,E01001665,458,43,16,42,210,769
2021,Greenwich 041G,E01001666,392,45,42,46,218,743
2021,Greenwich 033A,E01001669,562,55,52,22,226,917
2021,Greenwich 033B,E01001671,389,21,38,26,209,683
2021,Greenwich 006A,E01001672,347,69,51,18,155,640
2021,Greenwich 006B,E01001673,392,73,40,22,272,799
2021,Greenwich 006C,E01001674,412,75,41,27,154,709
2021,Greenwich 006D,E01001675,378,94,43,27,159,701
2021,Greenwich 033C,E01001676,389,26,40,35,185,675
2021,Greenwich 006E,E01001677,409,67,40,30,182,728
2021,Greenwich 017A,E01001678,434,22,26,24,139,645
2021,Greenwich 020A,E01001679,333,15,15,19,171,553
2021,Greenwich 020B,E01001680,399,12,18,28,160,617
2021,Greenwich 020C,E01001681,328,23,17,20,138,526
2021,Greenwich 020D,E01001682,367,13,8,15,148,551
2021,Greenwich 017B,E01001683,327,30,19,29,193,598
2021,Greenwich 017C,E01001684,360,23,19,17,147,566
2021,Greenwich 017D,E01001685,388,28,23,15,198,652
2021,Greenwich 020E,E01001686,430,31,30,21,242,754
2021,Greenwich 002A,E01001687,238,22,31,26,196,513
2021,Greenwich 002B,E01001688,559,34,54,41,249,937
2021,Greenwich 001A,E01001690,344,17,20,16,417,814
2021,Greenwich 001B,E01001692,321,20,39,9,169,558
2021,Greenwich 001C,E01001693,352,11,26,12,212,613
2021,Greenwich 001D,E01001694,371,33,19,20,168,611
2021,Greenwich 011A,E01001695,275,41,36,21,186,559
2021,Greenwich 011B,E01001696,561,50,73,72,388,1144
2021,Greenwich 011C,E01001697,458,86,78,49,265,936
2021,Greenwich 015A,E01001698,400,28,45,19,264,756
2021,Greenwich 015B,E01001699,311,15,25,28,285,664
2021,Greenwich 011D,E01001700,374,98,43,45,240,800
2021,Greenwich 015C,E01001701,404,22,26,35,289,776
2021,Greenwich 015D,E01001702,271,30,49,9,81,440
2021,Greenwich 011E,E01001703,374,33,74,32,250,763
2021,Greenwich 011F,E01001704,371,34,19,17,178,619
2021,Greenwich 005A,E01001705,470,51,58,31,238,848
2021,Greenwich 005C,E01001708,416,31,22,32,182,683
2021,Greenwich 005D,E01001710,324,33,64,30,200,651
2021,Greenwich 042A,E01001712,413,43,54,54,348,912
2021,Hackney 002A,E01001714,457,47,61,41,249,855
2021,Hackney 007A,E01001715,304,32,12,36,274,658
2021,Hackney 007B,E01001716,364,43,49,43,338,837
2021,Hackney 007C,E01001717,217,36,33,26,115,427
2021,Hackney 007D,E01001718,432,36,14,54,289,825
2021,Hackney 007E,E01001719,362,45,63,28,199,697
2021,Hackney 007F,E01001720,455,29,13,39,255,791
2021,Hackney 029A,E01001722,423,57,38,57,350,925
2021,Hackney 006A,E01001723,360,68,21,30,202,681
2021,Hackney 006B,E01001724,461,100,56,90,361,1068
2021,Hackney 004A,E01001725,296,37,43,44,147,567
2021,Hackney 004B,E01001726,256,24,53,24,107,464
2021,Hackney 006C,E01001727,296,68,27,53,116,560
2021,Hackney 029B,E01001728,309,40,42,87,111,589
2021,Hackney 019A,E01001729,243,37,35,27,157,499
2021,Hackney 019B,E01001730,560,41,116,41,373,1131
2021,Hackney 017A,E01001731,527,86,76,54,412,1155
2021,Hackney 019C,E01001732,388,49,75,19,225,756
2021,Hackney 015A,E01001733,419,44,36,27,209,735
2021,Hackney 017B,E01001734,407,38,37,42,328,852
2021,Hackney 019D,E01001735,367,26,29,24,206,652
2021,Hackney 012A,E01001736,360,38,21,23,238,680
2021,Hackney 012B,E01001737,447,39,16,35,169,706
2021,Hackney 012C,E01001738,420,32,35,43,263,793
2021,Hackney 012D,E01001739,491,35,27,50,282,885
2021,Hackney 014A,E01001740,286,47,62,26,204,625
2021,Hackney 009A,E01001741,353,20,16,36,149,574
2021,Hackney 008A,E01001742,414,30,52,31,254,781
2021,Hackney 031A,E01001744,466,33,34,33,250,816
2021,Hackney 016A,E01001745,471,40,75,39,289,914
2021,Hackney 016B,E01001746,305,47,76,43,129,600
2021,Hackney 014B,E01001747,549,61,28,60,378,1076
2021,Hackney 020B,E01001749,363,35,20,36,218,672
2021,Hackney 031D,E01001750,487,46,49,54,290,926
2021,Hackney 031B,E01001751,389,24,9,32,193,647
2021,Hackney 025B,E01001753,311,31,78,26,180,626
2021,Hackney 025D,E01001755,339,46,52,33,222,692
2021,Hackney 030C,E01001756,485,51,29,50,340,955
2021,Hackney 016C,E01001757,304,32,55,43,174,608
2021,Hackney 016D,E01001758,504,70,80,65,360,1079
2021,Hackney 016E,E01001759,362,32,40,36,254,724
2021,Hackney 017C,E01001760,444,51,47,28,300,870
2021,Hackney 016F,E01001761,353,39,38,34,460,924
2021,Hackney 017D,E01001762,413,47,20,32,286,798
2021,Hackney 020C,E01001763,388,37,27,36,327,815
2021,Hackney 010A,E01001764,313,35,68,45,206,667
2021,Hackney 010B,E01001765,281,62,50,29,328,750
2021,Hackney 010D,E01001767,352,42,48,24,162,628
2021,Hackney 006D,E01001768,409,64,16,34,226,749
2021,Hackney 006E,E01001769,349,37,25,23,199,633
2021,Hackney 010E,E01001770,351,27,59,34,300,771
2021,Hackney 024A,E01001772,373,33,54,43,259,762
2021,Hackney 025E,E01001773,555,67,64,52,305,1043
2021,Hackney 024B,E01001774,433,86,55,42,239,855
2021,Hackney 024C,E01001775,307,41,60,27,269,704
2021,Hackney 025F,E01001776,356,47,51,34,264,752
2021,Hackney 033A,E01001777,584,84,66,64,350,1148
2021,Hackney 032D,E01001780,345,61,65,42,338,851
2021,Hackney 026B,E01001781,293,76,60,28,228,685
2021,Hackney 026D,E01001783,297,61,63,26,222,669
2021,Hackney 032A,E01001784,361,59,49,31,256,756
2021,Hackney 015B,E01001785,332,45,25,28,156,586
2021,Hackney 013A,E01001786,451,48,57,41,245,842
2021,Hackney 013B,E01001787,311,46,38,17,236,648
2021,Hackney 013C,E01001788,287,26,40,17,278,648
2021,Hackney 015C,E01001789,410,34,26,19,138,627
2021,Hackney 013D,E01001790,299,29,55,23,178,584
2021,Hackney 015D,E01001791,286,35,39,28,104,492
2021,Hackney 011A,E01001792,365,74,45,29,203,716
2021,Hackney 011B,E01001793,362,35,23,24,162,606
2021,Hackney 011C,E01001794,358,66,21,39,159,643
2021,Hackney 011D,E01001795,293,46,14,26,136,515
2021,Hackney 011E,E01001796,304,35,23,30,242,634
2021,Hackney 028A,E01001798,332,79,55,38,224,728
2021,Hackney 003A,E01001799,253,22,16,48,110,449
2021,Hackney 004C,E01001800,301,16,42,49,253,661
2021,Hackney 008B,E01001801,288,26,26,51,155,546
2021,Hackney 003B,E01001802,236,37,36,29,121,459
2021,Hackney 008C,E01001803,375,50,21,40,197,683
2021,Hackney 003C,E01001804,246,42,28,49,93,458
2021,Hackney 009B,E01001805,260,25,27,35,161,508
2021,Hackney 008D,E01001806,342,27,26,27,251,673
2021,Hackney 003D,E01001807,317,42,52,39,202,652
2021,Hackney 001A,E01001808,279,29,15,37,183,543
2021,Hackney 001B,E01001809,288,30,13,47,192,570
2021,Hackney 002D,E01001811,358,43,69,24,178,672
2021,Hackney 003E,E01001812,257,42,26,52,188,565
2021,Hackney 002E,E01001813,336,69,73,55,261,794
2021,Hackney 001C,E01001814,293,34,23,53,150,553
2021,Hackney 024D,E01001815,297,59,50,21,242,669
2021,Hackney 020D,E01001816,378,28,31,24,155,616
2021,Hackney 020E,E01001819,350,26,33,30,308,747
2021,Hackney 024E,E01001820,287,32,33,20,206,578
2021,Hackney 024F,E01001821,291,29,30,31,203,584
2021,Hackney 029C,E01001822,298,40,56,58,224,676
2021,Hackney 001D,E01001823,274,31,33,42,140,520
2021,Hackney 004D,E01001824,255,30,34,42,144,505
2021,Hackney 001E,E01001825,244,19,8,49,81,401
2021,Hackney 004E,E01001826,231,30,29,57,179,526
2021,Hackney 029D,E01001827,277,44,29,34,211,595
2021,Hackney 028B,E01001828,388,33,65,51,282,819
2021,Hackney 009C,E01001829,439,26,11,30,158,664
2021,Hackney 014C,E01001830,402,74,34,37,348,895
2021,Hackney 009D,E01001831,379,49,24,54,279,785
2021,Hackney 009E,E01001832,346,60,15,38,164,623
2021,Hackney 014D,E01001833,439,60,40,52,331,922
2021,Hackney 014E,E01001834,429,71,42,50,213,805
2021,Hackney 014F,E01001835,273,44,14,23,136,490
2021,Hackney 022A,E01001836,428,51,28,37,269,813
2021,Hackney 023B,E01001837,353,19,14,41,210,637
2021,Hackney 019E,E01001838,330,49,75,23,219,696
2021,Hackney 023C,E01001839,498,84,46,53,357,1038
2021,Hackney 022B,E01001840,305,37,51,28,239,660
2021,Hackney 022C,E01001841,313,15,16,17,274,635
2021,Hackney 023D,E01001842,348,40,33,22,200,643
2021,Hackney 023E,E01001843,291,13,18,16,140,478
2021,Hackney 022D,E01001844,402,48,26,41,192,709
2021,Hackney 022E,E01001845,299,29,42,22,333,725
2021,Hackney 018A,E01001846,265,22,26,19,204,536
2021,Hackney 018B,E01001847,310,29,27,40,149,555
2021,Hackney 018C,E01001848,368,50,33,28,218,697
2021,Hackney 018D,E01001849,583,60,42,45,286,1016
2021,Hackney 019F,E01001850,395,38,84,25,165,707
2021,Hammersmith and Fulham 010A,E01001851,330,20,11,60,227,648
2021,Hammersmith and Fulham 007A,E01001852,380,23,24,55,440,922
2021,Hammersmith and Fulham 007B,E01001853,348,38,24,42,213,665
2021,Hammersmith and Fulham 007C,E01001854,392,42,29,55,366,884
2021,Hammersmith and Fulham 010B,E01001855,382,24,28,60,389,883
2021,Hammersmith and Fulham 010C,E01001856,342,23,27,53,278,723
2021,Hammersmith and Fulham 007D,E01001857,294,44,44,42,360,784
2021,Hammersmith and Fulham 006A,E01001858,350,47,24,31,271,723
2021,Hammersmith and Fulham 008A,E01001859,543,59,81,96,367,1146
2021,Hammersmith and Fulham 006B,E01001860,350,44,46,39,293,772
2021,Hammersmith and Fulham 006C,E01001861,294,31,29,34,239,627
2021,Hammersmith and Fulham 005A,E01001862,396,45,33,37,326,837
2021,Hammersmith and Fulham 006D,E01001863,316,34,14,33,231,628
2021,Hammersmith and Fulham 006E,E01001864,340,23,21,26,284,694
2021,Hammersmith and Fulham 008B,E01001865,388,31,20,34,194,667
2021,Hammersmith and Fulham 012A,E01001866,321,48,28,47,211,655
2021,Hammersmith and Fulham 012B,E01001867,214,33,19,30,240,536
2021,Hammersmith and Fulham 012C,E01001868,244,33,41,27,246,591
2021,Hammersmith and Fulham 010D,E01001869,309,17,16,29,218,589
2021,Hammersmith and Fulham 012D,E01001870,352,64,25,35,431,907
2021,Hammersmith and Fulham 012E,E01001871,308,35,34,57,270,704
2021,Hammersmith and Fulham 012F,E01001872,314,28,19,49,304,714
2021,Hammersmith and Fulham 010E,E01001873,344,31,33,38,261,707
2021,Hammersmith and Fulham 001B,E01001875,372,63,44,32,146,657
2021,Hammersmith and Fulham 001C,E01001876,315,39,64,39,358,815
2021,Hammersmith and Fulham 001D,E01001877,281,24,35,28,242,610
2021,Hammersmith and Fulham 001E,E01001878,341,52,51,22,126,592
2021,Hammersmith and Fulham 019A,E01001879,312,38,22,34,229,635
2021,Hammersmith and Fulham 017A,E01001880,359,21,17,39,308,744
2021,Hammersmith and Fulham 017B,E01001881,440,49,20,53,259,821
2021,Hammersmith and Fulham 017C,E01001882,398,53,13,32,213,709
2021,Hammersmith and Fulham 017D,E01001883,432,40,44,47,379,942
2021,Hammersmith and Fulham 017E,E01001884,379,46,23,39,430,917
2021,Hammersmith and Fulham 015A,E01001885,233,33,64,24,163,517
2021,Hammersmith and Fulham 016A,E01001886,354,49,30,30,167,630
2021,Hammersmith and Fulham 016B,E01001887,293,36,38,28,241,636
2021,Hammersmith and Fulham 018A,E01001888,337,55,18,32,172,614
2021,Hammersmith and Fulham 014A,E01001889,301,41,19,33,181,575
2021,Hammersmith and Fulham 016C,E01001890,285,71,24,39,321,740
2021,Hammersmith and Fulham 018B,E01001891,580,83,32,80,378,1153
2021,Hammersmith and Fulham 016D,E01001892,288,42,22,25,204,581
2021,Hammersmith and Fulham 013A,E01001893,289,45,57,34,216,641
2021,Hammersmith and Fulham 013B,E01001894,302,35,31,37,300,705
2021,Hammersmith and Fulham 009A,E01001895,351,24,17,29,222,643
2021,Hammersmith and Fulham 009B,E01001896,329,19,16,42,301,707
2021,Hammersmith and Fulham 009C,E01001897,295,25,18,40,180,558
2021,Hammersmith and Fulham 013C,E01001898,416,49,38,70,378,951
2021,Hammersmith and Fulham 013D,E01001899,335,43,34,41,339,792
2021,Hammersmith and Fulham 013E,E01001900,322,48,40,34,274,718
2021,Hammersmith and Fulham 019B,E01001901,398,29,15,43,198,683
2021,Hammersmith and Fulham 019C,E01001902,400,45,30,34,297,806
2021,Hammersmith and Fulham 019D,E01001903,330,34,27,29,177,597
2021,Hammersmith and Fulham 022A,E01001904,389,38,16,51,217,711
2021,Hammersmith and Fulham 022B,E01001905,387,49,17,48,207,708
2021,Hammersmith and Fulham 022C,E01001906,386,22,13,36,168,625
2021,Hammersmith and Fulham 022D,E01001907,309,17,13,38,167,544
2021,Hammersmith and Fulham 015B,E01001908,320,31,19,50,340,760
2021,Hammersmith and Fulham 015C,E01001909,408,40,20,38,354,860
2021,Hammersmith and Fulham 014B,E01001910,297,25,15,47,352,736
2021,Hammersmith and Fulham 015D,E01001911,334,51,61,30,230,706
2021,Hammersmith and Fulham 015E,E01001912,251,33,61,29,148,522
2021,Hammersmith and Fulham 014C,E01001913,351,44,8,39,269,711
2021,Hammersmith and Fulham 014D,E01001914,326,53,21,43,385,828
2021,Hammersmith and Fulham 024A,E01001915,349,33,16,36,194,628
2021,Hammersmith and Fulham 024B,E01001916,309,18,14,28,233,602
2021,Hammersmith and Fulham 018C,E01001917,342,34,10,40,272,698
2021,Hammersmith and Fulham 018D,E01001918,355,27,30,37,166,615
2021,Hammersmith and Fulham 018E,E01001919,367,32,16,45,139,599
2021,Hammersmith and Fulham 020A,E01001920,307,30,23,33,386,779
2021,Hammersmith and Fulham 020B,E01001921,336,34,20,38,176,604
2021,Hammersmith and Fulham 020C,E01001922,380,31,18,42,171,642
2021,Hammersmith and Fulham 020D,E01001923,362,31,22,43,195,653
2021,Hammersmith and Fulham 020E,E01001924,341,34,10,44,181,610
2021,Hammersmith and Fulham 025A,E01001925,365,31,9,44,171,620
2021,Hammersmith and Fulham 024C,E01001926,350,14,16,40,162,582
2021,Hammersmith and Fulham 008C,E01001927,340,18,12,25,123,518
2021,Hammersmith and Fulham 011A,E01001928,369,27,23,35,228,682
2021,Hammersmith and Fulham 009D,E01001929,313,20,16,38,203,590
2021,Hammersmith and Fulham 008D,E01001930,333,36,26,25,351,771
2021,Hammersmith and Fulham 011B,E01001931,288,20,21,44,283,656
2021,Hammersmith and Fulham 011C,E01001932,355,52,24,43,270,744
2021,Hammersmith and Fulham 011D,E01001933,351,23,19,39,256,688
2021,Hammersmith and Fulham 025B,E01001934,387,58,49,38,262,794
2021,Hammersmith and Fulham 023A,E01001935,500,39,26,41,316,922
2021,Hammersmith and Fulham 025C,E01001937,437,30,25,58,172,722
2021,Hammersmith and Fulham 025D,E01001938,351,33,30,33,185,632
2021,Hammersmith and Fulham 005B,E01001940,325,47,36,43,260,711
2021,Hammersmith and Fulham 005C,E01001941,316,58,30,52,314,770
2021,Hammersmith and Fulham 005D,E01001942,379,53,27,46,362,867
2021,Hammersmith and Fulham 004A,E01001943,450,68,42,72,469,1101
2021,Hammersmith and Fulham 004B,E01001944,280,42,58,40,379,799
2021,Hammersmith and Fulham 004C,E01001945,354,43,36,40,276,749
2021,Hammersmith and Fulham 004D,E01001946,418,56,38,53,283,848
2021,Hammersmith and Fulham 021A,E01001947,277,34,50,27,199,587
2021,Hammersmith and Fulham 021B,E01001948,430,19,33,50,309,841
2021,Hammersmith and Fulham 021C,E01001949,345,22,20,38,219,644
2021,Hammersmith and Fulham 021D,E01001950,353,27,17,42,153,592
2021,Hammersmith and Fulham 021E,E01001951,353,40,29,30,244,696
2021,Hammersmith and Fulham 024D,E01001952,414,53,12,42,306,827
2021,Hammersmith and Fulham 021F,E01001953,310,53,19,28,272,682
2021,Hammersmith and Fulham 003A,E01001954,337,34,47,17,231,666
2021,Hammersmith and Fulham 002A,E01001955,401,45,75,45,255,821
2021,Hammersmith and Fulham 003B,E01001956,314,47,47,27,164,599
2021,Hammersmith and Fulham 002B,E01001957,268,45,89,32,150,584
2021,Hammersmith and Fulham 002C,E01001958,299,65,69,27,139,599
2021,Hammersmith and Fulham 003C,E01001959,312,55,53,30,131,581
2021,Hammersmith and Fulham 003D,E01001960,387,60,25,69,231,772
2021,Hammersmith and Fulham 002D,E01001961,240,53,97,26,115,531
2021,Haringey 004A,E01001962,421,23,47,20,129,640
2021,Haringey 009A,E01001963,456,17,14,45,145,677
2021,Haringey 009B,E01001964,382,23,24,37,173,639
2021,Haringey 009C,E01001965,421,7,13,24,162,627
2021,Haringey 009D,E01001966,361,19,8,25,104,517
2021,Haringey 014A,E01001967,383,15,9,30,162,599
2021,Haringey 014B,E01001968,403,21,18,37,216,695
2021,Haringey 001A,E01001969,369,65,45,53,339,871
2021,Haringey 004B,E01001970,343,59,81,36,229,748
2021,Haringey 001B,E01001971,319,52,94,39,313,817
2021,Haringey 004C,E01001972,334,40,70,45,240,729
2021,Haringey 004D,E01001973,544,45,76,63,274,1002
2021,Haringey 001C,E01001974,503,56,48,69,297,973
2021,Haringey 001D,E01001975,402,42,42,44,283,813
2021,Haringey 011A,E01001976,328,80,50,34,195,687
2021,Haringey 011B,E01001977,300,43,50,34,179,606
2021,Haringey 011C,E01001978,359,56,73,27,270,785
2021,Haringey 011D,E01001979,413,66,90,42,316,927
2021,Haringey 018A,E01001980,358,54,46,30,214,702
2021,Haringey 018B,E01001981,332,75,44,32,162,645
2021,Haringey 018C,E01001982,359,55,56,30,217,717
2021,Haringey 018D,E01001983,366,57,31,23,174,651
2021,Haringey 033A,E01001984,360,28,29,62,479,958
2021,Haringey 033B,E01001985,388,18,15,55,247,723
2021,Haringey 034A,E01001986,393,16,17,31,241,698
2021,Haringey 033C,E01001987,443,20,11,45,241,760
2021,Haringey 034B,E01001988,392,19,18,51,309,789
2021,Haringey 033D,E01001989,441,13,16,41,248,759
2021,Haringey 034C,E01001990,452,41,17,71,357,938
2021,Haringey 017A,E01001991,349,18,35,52,285,739
2021,Haringey 017B,E01001992,439,19,18,43,159,678
2021,Haringey 017C,E01001993,423,13,13,29,126,604
2021,Haringey 030A,E01001994,429,37,28,38,209,741
2021,Haringey 017D,E01001995,587,48,72,50,183,940
2021,Haringey 014C,E01001996,376,16,20,41,162,615
2021,Haringey 014D,E01001997,392,34,22,42,212,702
2021,Haringey 023A,E01001998,423,70,34,57,241,825
2021,Haringey 023B,E01001999,473,93,45,68,284,963
2021,Haringey 031A,E01002000,380,54,29,51,224,738
2021,Haringey 031B,E01002001,377,52,22,32,203,686
2021,Haringey 031C,E01002002,376,45,28,47,299,795
2021,Haringey 023C,E01002003,496,86,110,63,383,1138
2021,Haringey 023D,E01002004,362,74,37,44,202,719
2021,Haringey 035A,E01002005,414,19,9,44,249,735
2021,Haringey 035B,E01002006,359,18,25,77,294,773
2021,Haringey 035C,E01002007,375,22,11,41,238,687
2021,Haringey 030B,E01002008,323,18,8,28,149,526
2021,Haringey 035D,E01002009,356,17,11,36,232,652
2021,Haringey 030C,E01002010,381,13,26,35,241,696
2021,Haringey 030D,E01002011,423,26,23,47,259,778
2021,Haringey 022A,E01002013,365,14,11,29,153,572
2021,Haringey 020B,E01002014,410,30,26,38,333,837
2021,Haringey 020C,E01002015,351,12,27,27,215,632
2021,Haringey 028A,E01002016,464,25,30,43,317,879
2021,Haringey 028B,E01002017,372,25,17,34,206,654
2021,Haringey 020D,E01002018,348,14,26,17,192,597
2021,Haringey 022B,E01002019,402,12,11,25,96,546
2021,Haringey 021A,E01002020,383,24,10,39,245,701
2021,Haringey 022C,E01002021,384,16,7,18,141,566
2021,Haringey 021B,E01002022,518,28,24,47,362,979
2021,Haringey 021C,E01002023,346,8,11,32,190,587
2021,Haringey 022D,E01002024,338,14,14,25,136,527
2021,Haringey 021D,E01002025,386,13,12,34,154,599
2021,Haringey 016A,E01002026,270,62,77,32,311,752
2021,Haringey 010A,E01002027,280,56,40,22,152,550
2021,Haringey 010B,E01002028,314,78,42,26,163,623
2021,Haringey 016B,E01002029,283,59,71,44,271,728
2021,Haringey 016C,E01002030,331,51,41,35,181,639
2021,Haringey 016D,E01002031,363,78,57,46,206,750
2021,Haringey 010C,E01002032,352,45,73,34,227,731
2021,Haringey 010D,E01002033,327,65,68,44,185,689
2021,Haringey 037A,E01002034,519,43,100,41,318,1021
2021,Haringey 002A,E01002036,326,73,64,21,213,697
2021,Haringey 002B,E01002037,301,43,68,29,243,684
2021,Haringey 037B,E01002038,322,36,72,30,250,710
2021,Haringey 002C,E01002039,298,34,96,32,160,620
2021,Haringey 002D,E01002040,406,57,67,25,324,879
2021,Haringey 037C,E01002041,366,52,64,24,225,731
2021,Haringey 027A,E01002042,300,50,28,34,179,591
2021,Haringey 026A,E01002043,374,54,47,36,193,704
2021,Haringey 027B,E01002044,339,70,53,33,217,712
2021,Haringey 026B,E01002045,396,54,70,59,245,824
2021,Haringey 026C,E01002046,312,46,42,23,240,663
2021,Haringey 027C,E01002047,309,90,62,32,137,630
2021,Haringey 027D,E01002048,364,60,63,30,220,737
2021,Haringey 026D,E01002049,329,64,71,32,203,699
2021,Haringey 029A,E01002050,283,54,29,38,65,469
2021,Haringey 029B,E01002051,323,67,46,28,222,686
2021,Haringey 029C,E01002052,305,39,34,44,83,505
