date,geography,geography code,National identity: Any other combination of only UK identities,National identity: Any other combination of only UK identities: Cornish and British only identity,National identity: Any other combination of only UK identities: Cornish only identity,National identity: Any other combination of only UK identities: Northern Irish and British only identity,National identity: Any other combination of only UK identities: Northern Irish only identity,National identity: Any other combination of only UK identities: Other,National identity: Any other combination of only UK identities: Scottish and British only identity,National identity: Any other combination of only UK identities: Scottish only identity,National identity: British only identity,National identity: English and British only identity,National identity: English only identity,National identity: Irish and at least one UK identity,National identity: Irish only identity,National identity: Non-UK identity only,National identity: Other identity and at least one UK identity,National identity: Other identity only,National identity: Total: All usual residents,National identity: UK identity and non-UK identity,National identity: Welsh and British only identity,National identity: Welsh only identity
2021,Croydon 044E,E01001022,14,0,0,1,3,1,5,4,866,176,312,5,18,89,20,71,1484,25,0,2
2021,Croydon 041C,E01001023,20,0,1,1,2,4,4,8,1614,280,229,3,25,351,82,326,2598,85,13,6
2021,Croydon 043B,E01001024,18,0,0,0,2,3,3,10,808,159,226,0,15,90,37,75,1342,37,1,3
2021,Croydon 043C,E01001025,11,0,0,0,2,2,4,3,900,113,230,6,7,63,20,56,1345,26,2,0
2021,Croydon 043D,E01001026,20,0,0,0,5,4,4,7,1161,246,314,3,18,94,39,76,1880,42,1,2
2021,Croydon 043E,E01001027,27,0,0,0,5,6,5,11,1748,320,317,6,31,312,173,281,2912,179,3,6
2021,Croydon 038A,E01001028,18,0,0,0,0,5,2,11,1102,164,212,3,10,115,33,105,1651,36,0,4
2021,Croydon 038B,E01001029,13,0,0,0,2,1,1,9,1058,188,117,2,10,268,68,258,1718,70,1,3
2021,Croydon 038C,E01001030,17,0,0,1,2,4,4,6,988,117,141,4,9,126,57,117,1456,61,3,3
2021,Croydon 038D,E01001031,5,0,0,0,0,1,1,3,987,133,176,2,18,116,36,98,1457,38,1,1
2021,Croydon 035A,E01001032,21,0,0,2,6,10,2,1,1008,149,222,2,8,104,45,96,1556,47,1,4
2021,Croydon 031A,E01001033,12,0,0,0,3,3,3,3,1018,179,107,5,26,298,46,272,1668,51,0,3
2021,Croydon 031B,E01001034,18,0,0,0,3,5,4,6,875,163,209,4,12,279,62,267,1612,66,0,2
2021,Croydon 047C,E01001035,20,2,0,0,2,5,3,8,1036,148,133,1,15,422,101,407,1863,102,0,2
2021,Croydon 029A,E01001036,17,0,0,0,3,5,2,7,1081,134,139,4,19,165,72,146,1622,76,5,5
2021,Croydon 029B,E01001037,10,0,0,2,0,1,3,4,895,131,181,2,5,266,46,261,1535,48,2,2
2021,Croydon 029C,E01001038,17,0,0,1,3,7,4,2,1130,146,152,2,16,393,53,377,1903,55,3,7
2021,Croydon 029D,E01001039,18,0,0,0,1,3,4,10,1008,190,155,2,17,143,48,126,1570,50,4,2
2021,Croydon 029E,E01001040,17,0,0,3,5,3,3,3,954,164,184,2,11,337,60,326,1722,62,2,2
2021,Croydon 031C,E01001041,21,0,1,0,3,3,2,12,960,153,151,3,19,360,77,341,1730,80,3,2
2021,Croydon 024B,E01001042,16,0,0,2,2,5,3,4,1135,121,166,4,20,626,101,606,2173,105,1,3
2021,Croydon 023A,E01001044,16,0,0,0,4,2,2,8,1171,150,134,4,17,479,117,462,2081,121,5,5
2021,Croydon 023B,E01001046,10,0,0,1,2,2,3,2,966,89,100,3,10,616,139,606,1928,142,3,2
2021,Croydon 047A,E01001047,16,0,0,1,1,1,5,8,883,119,165,4,17,441,90,424,1731,94,5,8
2021,Croydon 023C,E01001049,8,0,0,0,3,0,3,2,1016,82,95,1,4,164,73,160,1439,74,0,0
2021,Croydon 023D,E01001050,16,0,0,1,7,1,2,5,910,142,126,1,16,436,79,420,1717,80,1,6
2021,Croydon 030A,E01001051,9,0,0,2,1,0,2,4,1009,168,164,2,12,222,26,210,1604,28,2,2
2021,Croydon 030B,E01001052,5,0,0,1,1,1,0,2,926,151,168,0,6,182,31,176,1465,31,1,1
2021,Croydon 032A,E01001053,4,0,0,0,2,0,0,2,980,161,283,1,3,134,36,131,1600,37,0,1
2021,Croydon 030C,E01001054,8,0,0,0,3,1,1,3,1185,185,240,1,18,214,29,196,1862,30,0,0
2021,Croydon 032B,E01001055,9,0,0,1,0,0,1,7,957,157,245,1,16,175,20,159,1565,21,0,1
2021,Croydon 030D,E01001056,3,0,0,0,0,1,1,1,1155,158,164,0,7,251,74,244,1808,74,0,3
2021,Croydon 030E,E01001057,3,0,0,0,1,0,0,2,1217,184,144,0,3,203,35,200,1791,35,0,5
2021,Croydon 034A,E01001058,12,0,0,0,3,3,1,5,793,174,236,2,5,103,32,98,1354,34,0,2
2021,Croydon 034B,E01001059,9,0,0,0,3,1,0,5,869,162,208,4,5,152,37,147,1450,41,2,7
2021,Croydon 034C,E01001060,18,0,0,1,1,5,3,8,965,187,251,2,9,164,29,155,1619,31,1,2
2021,Croydon 034D,E01001061,10,0,0,1,0,2,3,4,949,204,230,2,8,184,38,176,1620,40,0,3
2021,Croydon 026A,E01001062,5,0,0,1,1,0,0,3,1048,133,164,2,9,114,42,105,1511,44,1,2
2021,Croydon 026B,E01001063,6,0,0,0,1,2,2,1,946,162,214,1,9,142,54,133,1534,55,2,7
2021,Croydon 026C,E01001064,11,0,0,0,2,1,1,7,1018,153,217,1,6,135,63,129,1602,64,1,3
2021,Croydon 034E,E01001065,12,0,0,0,2,2,3,5,758,161,264,1,4,100,28,96,1325,29,1,0
2021,Croydon 034F,E01001066,1,0,0,0,0,0,1,0,982,108,152,0,6,170,38,164,1453,38,1,1
2021,Croydon 041D,E01001067,28,0,0,4,7,3,5,9,1064,174,228,1,12,96,59,84,1654,60,1,3
2021,Croydon 042A,E01001068,20,1,0,0,5,4,4,6,1185,209,231,2,23,138,45,115,1836,47,3,3
2021,Croydon 040A,E01001069,14,0,0,0,2,1,4,7,881,169,164,2,13,103,32,90,1369,34,1,3
2021,Croydon 040B,E01001070,11,0,0,0,2,3,2,4,1174,170,225,5,19,170,28,151,1788,33,2,3
2021,Croydon 042B,E01001071,13,0,0,0,2,1,4,6,1162,223,303,4,14,147,40,133,1895,44,0,3
2021,Croydon 042C,E01001072,23,0,0,5,3,4,2,9,858,193,261,5,11,96,36,85,1485,41,3,10
2021,Croydon 037A,E01001073,17,0,0,0,1,2,4,10,853,162,162,3,8,172,58,164,1437,61,4,6
2021,Croydon 041E,E01001074,20,0,0,0,1,4,4,11,1240,153,262,1,28,207,63,179,1951,64,1,4
2021,Croydon 040C,E01001075,6,0,0,1,1,0,3,1,974,179,208,1,12,197,57,185,1629,58,1,6
2021,Croydon 036A,E01001076,6,0,0,0,3,1,2,0,992,212,262,0,6,153,38,147,1667,38,0,4
2021,Croydon 032C,E01001077,5,0,0,0,0,1,1,3,774,128,254,2,9,136,33,127,1334,35,1,1
2021,Croydon 032D,E01001078,7,0,0,0,0,2,3,2,832,166,227,1,17,188,27,171,1448,28,0,0
2021,Croydon 036B,E01001079,8,0,0,1,3,0,3,1,929,180,314,1,4,163,17,159,1614,18,0,2
2021,Croydon 036C,E01001080,13,0,0,2,1,3,2,5,967,161,189,0,4,133,16,129,1481,16,1,1
2021,Croydon 036D,E01001081,3,0,0,1,0,0,0,2,886,160,270,0,3,128,25,125,1473,25,0,1
2021,Croydon 032E,E01001082,7,0,0,0,0,0,4,3,989,160,237,2,16,142,16,126,1554,18,0,1
2021,Croydon 003A,E01001083,11,0,0,3,2,0,2,4,1130,83,87,4,27,238,60,211,1615,64,1,1
2021,Croydon 002A,E01001084,13,0,0,1,6,1,3,2,1321,77,75,2,36,351,88,315,1932,90,2,3
2021,Croydon 004A,E01001085,5,0,0,0,0,0,0,5,1038,79,78,1,6,410,95,404,1708,96,0,2
2021,Croydon 003B,E01001086,13,0,0,1,3,2,4,3,1165,86,89,1,10,316,59,306,1730,60,0,1
2021,Croydon 003C,E01001087,4,0,0,1,1,1,0,1,1630,159,143,3,8,791,94,783,2829,97,2,3
2021,Croydon 004B,E01001088,4,0,0,0,1,1,1,1,1125,70,91,1,13,316,68,303,1676,69,0,1
2021,Croydon 004C,E01001089,12,0,0,0,1,5,0,6,1080,81,86,1,13,433,82,420,1786,83,4,7
2021,Croydon 004D,E01001090,15,0,0,0,4,6,1,4,1370,81,138,3,21,618,50,597,2278,53,2,1
2021,Croydon 004E,E01001091,4,0,0,1,0,0,0,3,1046,72,98,4,11,292,54,281,1572,58,1,1
2021,Croydon 037B,E01001092,16,0,0,1,1,1,6,7,1300,182,138,5,22,205,73,183,1933,78,7,7
2021,Croydon 037C,E01001093,12,0,0,1,1,3,2,5,1144,159,161,3,18,254,56,236,1793,59,3,1
2021,Croydon 038E,E01001094,16,0,0,1,3,5,4,3,1145,152,119,5,20,139,62,119,1644,67,2,4
2021,Croydon 031D,E01001095,16,0,0,3,4,1,4,4,942,140,151,5,21,214,58,193,1528,63,0,2
2021,Croydon 037D,E01001096,11,0,0,0,1,0,4,6,971,158,165,4,14,120,41,106,1473,45,0,3
2021,Croydon 037E,E01001097,22,0,0,3,4,3,7,5,1410,198,223,8,19,442,78,423,2390,86,3,6
2021,Croydon 037F,E01001098,21,0,1,0,4,3,6,7,883,191,214,5,15,108,44,93,1470,49,1,3
2021,Croydon 040D,E01001099,21,0,0,1,3,8,2,7,987,161,173,2,13,183,48,170,1580,50,1,4
2021,Croydon 031E,E01001100,11,0,0,0,0,5,3,3,902,157,168,2,17,188,81,171,1515,83,3,3
2021,Croydon 035B,E01001101,13,0,0,4,0,2,4,3,860,195,230,4,17,80,44,63,1433,48,4,3
2021,Croydon 035C,E01001102,13,0,0,0,5,2,1,5,958,163,271,1,11,77,29,66,1516,30,0,4
2021,Croydon 039A,E01001103,12,0,0,0,0,3,4,5,983,202,296,6,10,83,46,73,1634,52,2,4
2021,Croydon 042D,E01001104,14,0,0,0,0,3,6,5,1046,185,256,0,13,103,66,90,1674,66,0,4
2021,Croydon 039B,E01001105,12,0,0,0,2,5,3,2,1086,161,337,5,13,99,31,86,1733,36,0,2
2021,Croydon 039C,E01001106,5,0,0,0,0,1,0,4,894,224,266,3,3,85,23,82,1503,26,0,3
2021,Croydon 035D,E01001107,21,0,0,2,2,2,5,10,1034,191,186,5,21,169,51,148,1669,56,2,10
2021,Croydon 035E,E01001108,20,0,0,1,2,4,7,6,1127,212,285,3,22,89,40,67,1786,43,1,9
2021,Croydon 013B,E01001109,15,0,0,2,2,7,2,2,1410,145,181,3,25,517,74,492,2354,77,0,9
2021,Croydon 020D,E01001110,19,0,0,3,4,4,4,4,1265,92,120,2,13,569,79,556,2151,81,1,4
2021,Croydon 010D,E01001111,8,0,0,0,2,1,3,2,1047,72,103,4,11,460,52,449,1752,56,0,6
2021,Croydon 013C,E01001112,14,0,0,1,4,5,2,2,1283,119,122,2,16,411,63,395,2017,65,1,2
2021,Croydon 013D,E01001113,38,0,1,4,1,25,3,4,1199,118,120,0,13,474,51,461,2005,51,3,2
2021,Croydon 013E,E01001114,6,0,0,0,3,1,0,2,995,63,86,0,12,321,41,309,1512,41,0,0
2021,Croydon 015B,E01001115,6,0,0,0,2,0,0,4,1181,76,84,1,5,426,43,421,1819,44,1,1
2021,Croydon 013F,E01001116,14,0,0,0,7,1,2,4,872,74,114,10,11,383,56,372,1524,66,0,1
2021,Croydon 020E,E01001118,10,0,0,2,1,2,0,5,1321,150,128,1,8,479,63,471,2154,64,0,2
2021,Croydon 034G,E01001119,9,0,0,0,0,2,3,4,826,184,337,0,9,53,24,44,1437,24,2,2
2021,Croydon 033A,E01001120,12,0,0,1,2,1,3,5,794,164,241,2,6,100,32,94,1345,34,0,0
2021,Croydon 039D,E01001121,23,0,0,0,2,9,4,8,819,163,231,0,7,61,14,54,1324,14,5,8
2021,Croydon 033B,E01001122,15,0,0,0,0,6,0,9,887,91,183,2,16,178,81,162,1445,83,3,5
2021,Croydon 033C,E01001123,16,0,0,2,4,0,4,6,989,176,270,3,13,114,46,101,1615,49,1,0
2021,Croydon 033D,E01001124,21,0,0,2,4,1,6,8,949,167,281,5,15,89,34,74,1562,39,1,15
2021,Croydon 033E,E01001125,4,0,0,0,0,2,0,2,1026,164,225,1,13,155,68,142,1645,69,1,1
2021,Croydon 034H,E01001126,15,0,0,1,4,1,4,5,808,173,296,1,5,90,29,85,1417,30,2,3
2021,Croydon 025A,E01001127,18,0,1,1,3,5,2,6,1012,156,256,0,20,129,40,109,1623,40,6,6
2021,Croydon 025B,E01001128,6,0,0,0,0,2,1,3,1079,129,177,0,10,168,41,158,1602,41,0,2
2021,Croydon 026D,E01001129,11,0,0,3,1,2,0,5,853,160,246,1,15,72,41,57,1389,42,2,3
2021,Croydon 025C,E01001130,2,0,0,0,1,0,0,1,1197,100,124,0,5,288,54,283,1765,54,0,0
2021,Croydon 018C,E01001131,7,0,0,0,1,3,2,1,942,201,225,4,16,151,40,135,1572,44,1,1
2021,Croydon 018D,E01001132,15,0,0,2,2,1,4,6,1051,156,231,1,22,109,54,87,1621,55,1,3
2021,Croydon 026E,E01001133,16,0,0,1,2,2,0,11,977,155,269,3,20,119,47,99,1589,50,1,2
2021,Croydon 018E,E01001134,10,0,0,0,1,6,2,1,979,163,243,1,5,155,55,150,1613,56,4,3
2021,Croydon 025D,E01001135,16,0,0,0,4,1,3,8,1055,138,265,2,9,152,49,143,1679,51,1,1
2021,Croydon 007A,E01001136,18,0,0,0,4,3,3,8,1106,143,140,4,16,526,92,510,2038,96,8,1
2021,Croydon 001A,E01001137,42,3,3,1,7,6,10,12,1248,160,157,5,40,414,93,374,2135,98,4,12
2021,Croydon 001B,E01001138,31,0,0,3,6,1,6,15,928,141,105,9,23,213,78,190,1516,87,4,7
2021,Croydon 007B,E01001139,11,0,0,0,1,1,0,9,1063,101,139,3,9,310,64,301,1699,67,4,4
2021,Croydon 007C,E01001140,20,0,2,1,3,5,2,7,1043,78,114,1,19,292,69,273,1628,70,2,9
2021,Croydon 008A,E01001141,10,0,0,0,5,1,0,4,796,86,116,3,12,218,44,206,1276,47,0,3
2021,Croydon 007D,E01001142,21,0,0,0,3,2,7,9,1252,119,122,3,10,334,69,324,1923,72,0,3
2021,Croydon 008B,E01001143,9,0,1,0,0,2,1,5,1219,105,159,2,22,377,57,355,1930,59,2,0
2021,Croydon 007E,E01001144,10,0,0,1,2,0,0,7,1074,116,119,2,18,366,64,348,1758,66,3,4
2021,Croydon 008C,E01001145,5,0,0,0,0,1,0,4,1114,110,146,2,3,394,55,391,1827,57,0,1
2021,Croydon 006A,E01001146,1,0,0,0,0,0,0,1,1017,80,118,2,8,254,57,246,1531,59,0,2
2021,Croydon 005A,E01001147,12,0,0,0,1,4,4,3,1164,81,86,0,13,372,66,359,1781,66,0,0
2021,Croydon 005B,E01001148,4,0,0,0,1,1,1,1,1224,77,97,6,17,296,57,279,1761,63,0,0
2021,Croydon 006B,E01001149,7,0,0,0,0,2,3,2,1053,79,85,4,18,297,55,279,1589,59,4,5
2021,Croydon 006C,E01001150,19,0,0,1,4,4,0,10,1118,99,123,6,21,266,69,245,1703,75,0,3
2021,Croydon 005C,E01001151,6,0,1,0,0,3,0,2,1106,84,95,3,17,393,66,376,1754,69,0,1
2021,Croydon 005D,E01001152,6,0,0,0,1,3,1,1,1116,108,90,5,8,646,88,638,2061,93,1,1
2021,Croydon 006D,E01001153,3,0,0,0,1,0,1,1,1032,85,105,0,18,349,54,331,1632,54,0,4
2021,Croydon 006E,E01001154,4,0,0,0,1,0,0,3,1203,70,99,1,18,514,64,496,1960,65,1,4
2021,Croydon 010E,E01001155,10,3,0,1,3,1,0,2,1080,95,84,11,7,446,66,439,1795,77,0,3
2021,Croydon 001C,E01001156,16,0,2,2,0,1,3,8,1089,100,154,3,16,342,67,326,1772,70,0,1
2021,Croydon 002B,E01001157,5,0,0,0,0,2,2,1,1278,98,89,1,22,318,62,296,1853,63,1,1
2021,Croydon 005E,E01001158,10,0,0,1,7,1,0,1,904,93,133,8,27,311,63,284,1533,71,3,8
2021,Croydon 002C,E01001159,11,0,0,0,0,2,3,6,1184,142,139,1,29,382,83,353,1942,84,0,0
2021,Croydon 002D,E01001160,1,0,0,0,0,0,0,1,1453,55,90,2,16,286,61,270,1950,63,0,2
2021,Croydon 003D,E01001161,1,0,0,0,0,0,0,1,1205,65,118,0,8,265,82,257,1739,82,0,3
2021,Croydon 001D,E01001162,17,0,0,1,4,3,5,4,1171,121,150,2,14,263,83,249,1810,85,1,2
2021,Croydon 002E,E01001163,22,0,0,2,2,3,5,10,1232,136,156,6,25,326,93,301,1973,99,0,2
2021,Croydon 001E,E01001164,26,0,0,4,6,4,2,10,1197,151,132,3,23,368,92,345,1981,95,4,8
2021,Croydon 024C,E01001165,7,0,0,0,0,4,1,2,1094,136,137,4,14,394,70,380,1849,74,3,4
2021,Croydon 024D,E01001166,12,0,0,0,1,3,2,6,1118,155,194,3,16,411,64,395,1967,67,4,6
2021,Croydon 028A,E01001167,15,0,0,0,2,0,7,6,1458,155,213,1,15,389,93,374,2325,94,1,0
2021,Croydon 024E,E01001168,14,0,1,3,2,2,4,2,976,129,190,0,10,437,65,427,1818,65,2,5
2021,Croydon 028B,E01001169,3,0,0,0,0,0,1,2,1234,129,172,0,2,229,59,227,1829,59,0,3
2021,Croydon 047D,E01001170,28,0,0,2,7,1,5,13,1094,177,168,2,19,394,67,375,1938,69,6,2
2021,Croydon 028C,E01001171,11,0,0,0,2,0,1,8,1121,137,130,0,7,306,48,299,1758,48,1,4
2021,Croydon 028D,E01001172,15,0,0,0,2,7,3,3,1525,139,145,1,6,345,31,339,2205,32,3,1
2021,Croydon 028E,E01001173,17,0,0,3,7,2,3,2,1746,205,219,2,16,442,105,426,2739,107,3,0
2021,Croydon 011A,E01001174,1,0,0,0,1,0,0,0,1168,39,53,0,6,375,53,369,1691,53,0,2
2021,Croydon 011B,E01001175,3,0,0,0,0,1,0,2,1033,40,63,4,11,438,58,427,1643,62,2,2
2021,Croydon 011C,E01001176,6,0,0,0,1,4,1,0,1239,72,50,0,12,420,59,408,1846,59,0,0
2021,Croydon 016C,E01001177,5,0,0,0,0,0,2,3,1088,43,63,0,6,420,27,414,1648,27,0,2
2021,Croydon 015D,E01001178,5,0,0,0,1,1,0,3,940,66,65,5,5,475,66,470,1623,71,0,1
2021,Croydon 016D,E01001179,0,0,0,0,0,0,0,0,1072,51,75,0,4,405,58,401,1662,58,0,1
2021,Croydon 016E,E01001180,3,0,0,0,1,1,0,1,1217,35,59,0,6,594,66,588,1978,66,1,3
2021,Croydon 015E,E01001181,4,0,0,0,1,0,1,2,1442,93,97,0,9,481,72,472,2190,72,1,0
2021,Croydon 011D,E01001182,2,0,0,0,1,1,0,0,870,38,52,2,21,328,65,307,1358,67,1,0
2021,Croydon 011E,E01001183,2,0,0,0,0,0,2,0,1157,67,65,1,3,467,62,464,1822,63,0,1
2021,Croydon 011F,E01001184,1,0,0,0,0,0,0,1,853,39,77,3,6,283,43,277,1301,46,0,2
2021,Croydon 014B,E01001185,11,0,0,0,4,3,1,3,967,128,190,8,29,335,49,306,1702,57,2,12
2021,Croydon 014C,E01001186,8,0,0,0,3,1,0,4,1015,126,141,3,12,303,87,291,1684,90,1,0
2021,Croydon 017E,E01001187,10,0,0,1,6,1,0,2,1222,136,159,1,17,390,63,373,1983,64,1,1
2021,Croydon 014D,E01001188,29,0,0,0,0,4,3,22,1271,130,142,3,13,294,85,281,1960,88,3,3
2021,Croydon 045B,E01001189,6,0,0,1,0,3,2,0,794,77,99,1,34,185,48,151,1215,49,0,5
2021,Croydon 045C,E01001190,11,0,0,0,2,3,3,3,1039,114,118,4,14,208,51,194,1549,55,3,1
2021,Croydon 008D,E01001191,15,0,0,1,4,1,2,7,1313,99,131,2,18,438,70,420,2072,72,1,3
2021,Croydon 008E,E01001192,20,0,0,1,1,0,6,12,1014,86,137,3,14,261,60,247,1586,63,1,4
2021,Croydon 014E,E01001193,6,0,0,1,1,3,0,1,1099,118,118,0,10,289,49,279,1682,49,0,3
2021,Croydon 045D,E01001194,12,0,0,0,1,2,7,2,1105,96,122,5,13,222,48,209,1615,53,1,4
2021,Ealing 021A,E01001195,6,0,1,0,0,1,3,1,883,89,102,2,39,665,72,626,1824,74,1,4
2021,Ealing 015A,E01001196,7,0,0,0,4,1,0,2,887,82,89,3,35,487,58,452,1619,61,2,4
2021,Ealing 021B,E01001197,15,0,0,3,0,2,3,7,773,87,97,6,41,777,90,736,1853,96,3,5
2021,Ealing 021C,E01001198,16,0,0,0,4,5,1,6,884,103,67,2,22,411,62,389,1561,64,9,7
2021,Ealing 021D,E01001199,18,0,0,1,0,4,7,6,862,96,83,9,42,489,102,447,1666,111,3,4
2021,Ealing 025A,E01001200,13,0,0,0,4,2,0,7,940,133,93,1,27,340,71,313,1594,72,1,2
2021,Ealing 025B,E01001201,26,0,0,1,5,7,5,8,841,158,103,7,36,358,69,322,1593,76,6,25
2021,Ealing 025C,E01001202,28,0,0,0,1,12,4,11,1380,111,116,6,36,747,104,711,2498,110,2,4
2021,Ealing 025D,E01001203,21,0,1,1,1,6,2,10,891,71,95,7,36,510,91,474,1692,98,2,4
2021,Ealing 018A,E01001204,17,0,1,2,2,2,3,7,986,104,111,11,52,320,68,268,1623,79,2,4
2021,Ealing 018B,E01001205,18,0,0,1,0,4,1,12,1097,98,116,5,21,377,64,356,1783,69,4,4
2021,Ealing 018C,E01001206,2,0,1,0,0,0,0,1,1082,62,75,0,11,304,52,293,1579,52,2,0
2021,Ealing 018D,E01001207,33,0,0,1,12,2,7,11,877,129,104,6,58,492,103,434,1763,109,11,8
2021,Ealing 018E,E01001208,18,0,0,0,4,2,4,8,837,92,115,5,35,228,50,193,1359,55,5,9
2021,Ealing 013A,E01001209,24,0,0,3,1,10,3,7,939,144,134,5,48,305,108,257,1683,113,7,17
2021,Ealing 016A,E01001210,11,0,0,1,2,0,0,8,1311,54,86,1,38,339,83,301,1888,84,1,2
2021,Ealing 013B,E01001211,19,0,0,0,5,1,7,6,930,155,110,3,30,417,94,387,1735,97,3,4
2021,Ealing 018F,E01001212,33,0,0,4,7,2,7,13,966,120,135,2,39,420,77,381,1763,79,1,9
2021,Ealing 023A,E01001213,1,0,0,0,0,1,0,0,1256,36,46,1,3,607,65,604,2012,66,0,0
2021,Ealing 023B,E01001214,5,0,0,0,1,0,3,1,1161,21,25,1,1,477,55,476,1745,56,0,0
2021,Ealing 023C,E01001215,1,0,0,0,0,0,1,0,1163,40,24,0,3,771,58,768,2057,58,0,0
2021,Ealing 023D,E01001216,0,0,0,0,0,0,0,0,1058,18,31,1,4,588,51,584,1748,52,0,1
2021,Ealing 014A,E01001217,6,0,0,0,0,0,4,2,1003,35,28,2,27,314,62,287,1450,64,0,0
2021,Ealing 012A,E01001218,3,0,0,0,0,1,0,2,1326,49,76,0,25,528,73,503,2055,73,0,0
2021,Ealing 029A,E01001219,1,0,0,0,1,0,0,0,1568,65,82,2,15,422,55,407,2195,57,0,0
2021,Ealing 029B,E01001220,1,0,0,0,1,0,0,0,1049,51,55,0,7,305,53,298,1514,53,0,0
2021,Ealing 041B,E01001223,18,0,0,0,8,4,2,4,689,114,68,10,27,453,88,426,1452,98,2,10
2021,Ealing 019B,E01001224,26,0,0,1,3,4,8,10,969,105,107,4,49,254,78,205,1559,82,5,11
2021,Ealing 041A,E01001225,26,0,0,1,6,5,2,12,968,137,85,6,29,469,105,440,1811,111,9,6
2021,Ealing 019C,E01001226,15,0,0,0,0,3,6,6,799,116,79,1,32,401,87,369,1511,88,8,5
2021,Ealing 019D,E01001227,32,0,0,2,4,5,4,17,759,121,81,9,25,405,101,380,1517,110,5,4
2021,Ealing 019E,E01001228,25,1,1,1,5,2,5,10,853,115,90,5,43,646,96,603,1834,101,2,2
2021,Ealing 031A,E01001229,23,0,0,0,10,6,4,3,926,79,136,1,32,274,73,242,1520,74,4,4
2021,Ealing 031B,E01001230,33,0,0,1,6,6,3,17,705,129,90,8,31,314,72,283,1371,80,4,16
2021,Ealing 027A,E01001231,21,0,0,0,3,8,7,3,1108,113,99,3,29,567,111,538,2043,114,2,19
2021,Ealing 031C,E01001232,16,0,0,0,0,3,5,8,828,74,128,2,23,398,100,375,1558,102,5,7
2021,Ealing 031D,E01001233,13,0,0,1,2,2,4,4,787,104,108,2,33,332,86,299,1443,88,7,4
2021,Ealing 027B,E01001234,23,0,0,1,2,2,7,11,706,79,82,1,26,407,68,381,1372,69,2,4
2021,Ealing 042D,E01001235,19,0,0,4,1,4,4,6,816,113,69,3,25,621,120,596,1774,123,6,7
2021,Ealing 042C,E01001236,33,0,0,1,1,5,6,20,755,129,68,2,28,387,92,359,1478,94,7,5
2021,Ealing 031E,E01001237,40,0,0,0,12,5,2,21,803,178,101,2,17,328,90,311,1560,92,4,14
2021,Ealing 015C,E01001239,8,0,0,0,2,1,3,2,857,80,88,2,17,378,62,361,1480,64,2,3
2021,Ealing 024A,E01001240,3,0,0,0,0,0,0,3,885,59,101,2,19,667,108,648,1825,110,0,0
2021,Ealing 024B,E01001241,9,0,0,0,2,3,3,1,898,88,81,2,21,666,107,645,1855,109,1,3
2021,Ealing 024C,E01001242,6,0,0,0,0,3,0,3,939,80,97,2,22,400,90,378,1626,92,6,6
2021,Ealing 024D,E01001243,15,0,0,0,4,3,0,8,1168,68,122,7,27,846,150,819,2387,157,3,8
2021,Ealing 024E,E01001244,11,0,1,0,4,1,1,4,1644,97,98,3,31,837,92,806,2792,95,4,6
2021,Ealing 024F,E01001245,24,0,0,2,3,2,3,14,1215,87,93,1,32,554,177,522,2169,178,9,9
2021,Ealing 015D,E01001246,12,0,0,0,1,1,5,5,965,76,102,2,46,607,59,561,1828,61,1,4
2021,Ealing 015E,E01001247,8,0,0,1,0,3,2,2,1223,129,121,6,31,652,121,621,2267,127,1,6
2021,Ealing 035A,E01001248,6,0,0,0,4,1,0,1,968,101,130,4,49,299,78,250,1595,82,4,5
2021,Ealing 028A,E01001249,16,0,0,2,4,3,2,5,1320,120,109,6,49,719,134,670,2434,140,2,8
2021,Ealing 028B,E01001250,20,1,1,1,4,4,4,5,1265,80,137,9,50,574,85,524,2181,94,0,11
2021,Ealing 030A,E01001251,24,0,0,2,9,3,3,7,954,125,150,9,58,449,94,391,1810,103,3,2
2021,Ealing 030B,E01001252,22,0,0,4,10,5,2,1,1223,118,170,6,100,799,109,699,2466,115,5,14
2021,Ealing 030C,E01001253,39,0,0,1,10,4,7,17,1195,132,149,7,60,498,95,438,2130,102,5,10
2021,Ealing 030D,E01001254,26,0,2,2,4,2,2,14,990,121,157,13,60,356,69,296,1745,82,3,10
2021,Ealing 028C,E01001255,26,2,0,2,4,4,4,10,962,145,92,7,37,241,107,204,1590,114,3,7
2021,Ealing 008A,E01001257,7,0,0,1,3,1,0,2,1413,103,140,2,10,460,103,450,2230,105,1,1
2021,Ealing 010B,E01001258,1,0,0,0,0,0,0,1,1137,76,111,0,19,455,85,436,1868,85,0,3
2021,Ealing 014B,E01001259,4,0,0,2,1,0,0,1,857,63,80,3,41,533,57,492,1598,60,0,1
2021,Ealing 012B,E01001260,8,0,0,1,3,2,1,1,1206,68,101,0,50,574,79,524,2039,79,0,3
2021,Ealing 012C,E01001261,8,0,0,0,3,1,1,3,1217,82,150,3,57,759,97,702,2319,100,1,2
2021,Ealing 010C,E01001262,16,0,1,1,4,4,1,5,973,54,131,4,27,388,50,361,1620,54,0,4
2021,Ealing 010D,E01001263,8,0,0,2,1,2,1,2,1233,80,139,5,19,430,48,411,1947,53,2,2
2021,Ealing 010E,E01001264,12,0,0,2,1,1,4,4,1093,93,150,2,28,390,80,362,1820,82,0,0
2021,Ealing 006A,E01001265,6,0,0,0,4,1,0,1,890,58,106,4,21,561,95,540,1724,99,3,1
2021,Ealing 006B,E01001266,5,0,0,0,0,0,2,3,1093,43,112,2,40,508,71,468,1834,73,0,0
