date,geography,geography code,Length of residence in the UK: 10 years or more,"Length of residence in the UK: 2 years or more, but less than 5 years","Length of residence in the UK: 5 years or more, but less than 10 years",Length of residence in the UK: Born in the UK,Length of residence in the UK: Less than 2 years,Length of residence in the UK: Total: All usual residents
2021,Enfield 036D,E01001396,485,128,164,604,81,1462
2021,Enfield 035C,E01001397,742,138,188,991,105,2164
2021,Enfield 021A,E01001398,228,18,30,1053,11,1340
2021,Enfield 021B,E01001399,341,77,68,968,28,1482
2021,Enfield 021C,E01001400,344,19,36,1151,12,1562
2021,Enfield 016A,E01001401,317,25,45,984,20,1391
2021,Enfield 021D,E01001402,441,77,110,1196,28,1852
2021,Enfield 021E,E01001403,477,51,79,1070,28,1705
2021,Enfield 026A,E01001404,464,26,52,920,19,1481
2021,Enfield 015A,E01001405,342,69,64,1268,59,1802
2021,Enfield 015B,E01001406,322,86,66,1144,39,1657
2021,Enfield 005A,E01001407,309,27,40,1204,10,1590
2021,Enfield 004A,E01001408,237,20,49,1354,10,1670
2021,Enfield 005B,E01001409,501,51,88,1359,34,2033
2021,Enfield 005C,E01001410,625,48,64,1422,29,2188
2021,Enfield 004B,E01001411,278,28,51,1514,33,1904
2021,Enfield 004C,E01001412,303,28,35,1367,22,1755
2021,Enfield 004D,E01001413,138,7,30,1449,11,1635
2021,Enfield 004E,E01001414,412,17,65,1165,12,1671
2021,Enfield 011A,E01001415,541,104,113,1239,54,2051
2021,Enfield 013A,E01001416,429,35,40,1211,11,1726
2021,Enfield 011B,E01001417,419,31,51,1345,42,1888
2021,Enfield 011C,E01001418,470,53,67,1115,35,1740
2021,Enfield 020A,E01001419,538,81,122,1184,44,1969
2021,Enfield 020B,E01001420,459,78,102,1119,24,1782
2021,Enfield 020C,E01001421,490,99,129,897,58,1673
2021,Enfield 011D,E01001422,331,43,19,1257,25,1675
2021,Enfield 027A,E01001423,617,58,96,904,56,1731
2021,Enfield 030A,E01001424,407,30,72,697,21,1227
2021,Enfield 027B,E01001425,705,133,162,948,74,2022
2021,Enfield 030B,E01001426,592,68,107,956,99,1822
2021,Enfield 030C,E01001427,692,52,117,821,61,1743
2021,Enfield 027C,E01001428,552,58,98,960,55,1723
2021,Enfield 030D,E01001429,928,88,151,1099,62,2328
2021,Enfield 030E,E01001430,708,80,127,1041,57,2013
2021,Enfield 033A,E01001431,606,80,152,871,77,1786
2021,Enfield 033B,E01001432,628,113,182,858,86,1867
2021,Enfield 007A,E01001433,457,70,89,1182,24,1822
2021,Enfield 007B,E01001434,476,47,65,965,38,1591
2021,Enfield 007C,E01001435,484,25,54,930,25,1518
2021,Enfield 007D,E01001436,611,39,102,1133,47,1932
2021,Enfield 014A,E01001437,732,76,98,1327,42,2275
2021,Enfield 007E,E01001438,508,66,83,993,26,1676
2021,Enfield 006A,E01001439,642,78,171,1157,86,2134
2021,Enfield 012A,E01001440,534,56,100,953,34,1677
2021,Enfield 006B,E01001441,465,44,118,983,36,1646
2021,Enfield 002A,E01001442,505,58,128,1015,27,1733
2021,Enfield 001A,E01001444,524,38,97,1211,40,1910
2021,Enfield 003B,E01001445,774,111,177,1677,62,2801
2021,Enfield 001B,E01001446,480,64,108,1167,39,1858
2021,Enfield 003C,E01001447,603,65,106,1190,28,1992
2021,Enfield 003D,E01001448,595,51,99,1201,37,1983
2021,Enfield 003E,E01001449,448,45,104,1013,33,1643
2021,Enfield 015C,E01001450,567,158,173,1392,88,2378
2021,Enfield 017A,E01001451,319,32,62,1229,24,1666
2021,Enfield 017B,E01001452,287,6,11,1058,11,1373
2021,Enfield 017C,E01001453,324,23,38,1253,20,1658
2021,Enfield 017D,E01001454,319,48,46,1261,27,1701
2021,Enfield 021F,E01001455,338,46,47,1019,5,1455
2021,Enfield 022A,E01001456,244,29,23,1085,15,1396
2021,Enfield 010A,E01001457,325,51,83,1326,29,1814
2021,Enfield 037A,E01001458,683,97,133,816,58,1787
2021,Enfield 024A,E01001459,625,107,142,816,30,1720
2021,Enfield 024B,E01001460,653,215,283,874,88,2113
2021,Enfield 027D,E01001461,512,109,107,793,55,1576
2021,Enfield 024C,E01001462,436,77,110,785,47,1455
2021,Enfield 031A,E01001463,541,63,109,812,36,1561
2021,Enfield 027E,E01001464,409,28,62,790,26,1315
2021,Enfield 031B,E01001465,563,78,171,698,51,1561
2021,Enfield 031C,E01001466,645,85,166,1022,77,1995
2021,Enfield 031D,E01001467,714,90,192,942,61,1999
2021,Enfield 010B,E01001468,303,28,46,1023,16,1416
2021,Enfield 008A,E01001469,359,27,65,1286,31,1768
2021,Enfield 013B,E01001470,302,20,34,1281,13,1650
2021,Enfield 010C,E01001471,384,68,66,1352,38,1908
2021,Enfield 010D,E01001472,251,58,84,1223,37,1653
2021,Enfield 013C,E01001473,346,11,29,1194,17,1597
2021,Enfield 010E,E01001474,312,44,58,1443,39,1896
2021,Enfield 013D,E01001475,396,26,39,1328,12,1801
2021,Enfield 018A,E01001476,620,67,123,902,41,1753
2021,Enfield 018B,E01001477,676,91,97,1077,39,1980
2021,Enfield 016B,E01001478,447,34,126,1021,30,1658
2021,Enfield 023A,E01001479,632,83,169,838,72,1794
2021,Enfield 024D,E01001480,491,69,109,882,37,1588
2021,Enfield 018C,E01001481,609,79,175,897,36,1796
2021,Enfield 023B,E01001482,691,87,119,960,63,1920
2021,Enfield 025A,E01001483,345,62,132,598,50,1187
2021,Enfield 016C,E01001484,418,47,80,839,30,1414
2021,Enfield 025B,E01001485,687,79,158,883,51,1858
2021,Enfield 025C,E01001486,739,90,165,1068,86,2148
2021,Enfield 023C,E01001487,670,131,178,906,56,1941
2021,Enfield 024E,E01001488,662,103,206,962,46,1979
2021,Enfield 023D,E01001489,646,86,182,922,52,1888
2021,Enfield 023E,E01001491,677,117,128,970,58,1950
2021,Enfield 025E,E01001492,727,112,176,972,50,2037
2021,Enfield 026B,E01001493,564,63,101,1144,39,1911
2021,Enfield 026C,E01001494,504,55,58,826,35,1478
2021,Enfield 029A,E01001495,430,160,215,984,58,1847
2021,Enfield 026D,E01001496,610,122,124,953,92,1901
2021,Enfield 031E,E01001497,505,38,73,798,42,1456
2021,Enfield 029B,E01001498,458,141,221,943,74,1837
2021,Enfield 031F,E01001499,568,54,76,804,38,1540
2021,Enfield 035D,E01001500,426,95,109,796,163,1589
2021,Enfield 036E,E01001501,590,176,229,1134,91,2220
2021,Enfield 018D,E01001502,696,60,106,1053,39,1954
2021,Enfield 018E,E01001503,616,49,130,1056,37,1888
2021,Enfield 012B,E01001504,733,75,160,1106,66,2140
2021,Enfield 012C,E01001505,684,77,117,1055,26,1959
2021,Enfield 012D,E01001507,1100,88,219,1102,74,2583
2021,Enfield 012E,E01001508,800,113,208,1269,53,2443
2021,Enfield 014C,E01001509,627,71,104,919,52,1773
2021,Enfield 016D,E01001511,468,68,100,1254,33,1923
2021,Enfield 015D,E01001512,518,95,176,1441,49,2279
2021,Enfield 012F,E01001513,496,61,78,1297,50,1982
2021,Enfield 016E,E01001514,389,44,100,1191,41,1765
2021,Enfield 015E,E01001515,592,93,142,1173,49,2049
2021,Enfield 005D,E01001516,476,52,88,1472,35,2123
2021,Enfield 006C,E01001517,685,35,76,1212,37,2045
2021,Enfield 016F,E01001518,391,67,90,1106,34,1688
2021,Enfield 019A,E01001520,507,98,94,1104,58,1861
2021,Enfield 028A,E01001521,466,95,111,1155,48,1875
2021,Enfield 019B,E01001522,432,76,113,1139,57,1817
2021,Enfield 019C,E01001523,406,61,72,1239,67,1845
2021,Enfield 019D,E01001524,423,57,69,978,35,1562
2021,Enfield 020E,E01001525,510,112,155,1152,35,1964
2021,Enfield 019E,E01001526,401,55,72,1050,30,1608
2021,Enfield 036F,E01001527,608,103,140,1151,52,2054
2021,Enfield 032B,E01001528,490,91,143,888,75,1687
2021,Enfield 032C,E01001529,464,225,195,803,102,1789
2021,Enfield 032D,E01001530,534,77,99,968,48,1726
2021,Enfield 028B,E01001531,294,37,29,1051,24,1435
2021,Enfield 028C,E01001532,335,72,71,1153,32,1663
2021,Enfield 028D,E01001533,458,18,27,1147,13,1663
2021,Enfield 032E,E01001534,519,80,117,925,48,1689
2021,Enfield 028E,E01001535,470,39,59,804,30,1402
2021,Enfield 008B,E01001536,367,61,83,1433,26,1970
2021,Enfield 005E,E01001537,297,31,69,1290,28,1715
2021,Enfield 009A,E01001538,232,16,27,1390,11,1676
2021,Enfield 009B,E01001539,278,21,42,1303,11,1655
2021,Enfield 008C,E01001540,279,85,86,1382,74,1906
2021,Enfield 008D,E01001541,181,19,27,1294,11,1532
2021,Enfield 008E,E01001542,322,41,83,1096,22,1564
2021,Enfield 009C,E01001543,306,35,23,1237,15,1616
2021,Enfield 009D,E01001544,321,38,55,1251,29,1694
2021,Enfield 002B,E01001545,505,44,73,1219,44,1885
2021,Enfield 001C,E01001546,443,39,67,1237,25,1811
2021,Enfield 002C,E01001547,624,78,164,1171,55,2092
2021,Enfield 002D,E01001548,541,31,106,1216,31,1925
2021,Enfield 006D,E01001549,662,57,105,1482,53,2359
2021,Enfield 006E,E01001550,457,46,86,1148,33,1770
2021,Enfield 002E,E01001551,480,29,56,1197,34,1796
2021,Enfield 001D,E01001552,541,44,58,1262,41,1946
2021,Enfield 037B,E01001553,557,75,98,974,47,1751
2021,Enfield 037C,E01001554,687,67,150,856,38,1798
2021,Enfield 033C,E01001555,859,126,198,970,81,2234
2021,Enfield 035E,E01001556,574,62,111,803,41,1591
2021,Enfield 033D,E01001557,595,103,112,865,41,1716
2021,Enfield 033E,E01001558,669,182,187,923,102,2063
2021,Enfield 033F,E01001559,665,108,191,1043,122,2129
2021,Enfield 035F,E01001560,571,82,92,769,58,1572
2021,Enfield 037D,E01001562,791,90,115,1118,121,2235
2021,Enfield 029C,E01001563,403,123,135,1026,48,1735
2021,Enfield 022B,E01001564,305,52,57,1227,21,1662
2021,Enfield 029D,E01001565,421,57,84,1081,34,1677
2021,Enfield 029E,E01001566,351,79,76,1221,54,1781
2021,Enfield 022C,E01001567,282,16,23,1216,6,1543
2021,Enfield 022D,E01001568,473,8,20,1371,12,1884
2021,Enfield 022E,E01001569,313,74,110,1208,67,1772
2021,Enfield 026E,E01001570,435,63,77,1264,60,1899
2021,Greenwich 008A,E01001571,475,105,180,969,80,1809
2021,Greenwich 008B,E01001572,392,111,127,1061,42,1733
2021,Greenwich 008C,E01001573,389,71,104,971,42,1577
2021,Greenwich 008D,E01001574,481,55,98,1255,35,1924
2021,Greenwich 003A,E01001575,511,28,98,1139,38,1814
2021,Greenwich 003B,E01001576,534,64,107,1210,82,1997
2021,Greenwich 003C,E01001577,523,56,129,1264,45,2017
2021,Greenwich 003D,E01001578,548,163,213,1248,134,2306
2021,Greenwich 003E,E01001579,439,61,83,1095,57,1735
2021,Greenwich 021A,E01001580,260,80,130,1131,36,1637
2021,Greenwich 016A,E01001581,287,58,98,1092,45,1580
2021,Greenwich 021B,E01001582,342,39,49,1059,45,1534
2021,Greenwich 021C,E01001583,252,55,74,1168,18,1567
2021,Greenwich 021D,E01001584,209,43,74,1151,25,1502
2021,Greenwich 016B,E01001585,270,45,59,1123,33,1530
2021,Greenwich 016C,E01001586,261,45,79,1025,14,1424
2021,Greenwich 016D,E01001587,335,94,125,1367,59,1980
2021,Greenwich 012A,E01001588,402,46,91,1092,61,1692
2021,Greenwich 012B,E01001589,387,69,140,1205,53,1854
2021,Greenwich 014A,E01001590,318,85,139,1095,67,1704
2021,Greenwich 012C,E01001591,481,69,123,1391,36,2100
2021,Greenwich 014B,E01001592,352,77,139,1326,40,1934
2021,Greenwich 014C,E01001593,276,57,115,1307,38,1793
2021,Greenwich 014D,E01001594,598,81,180,1472,36,2367
2021,Greenwich 012D,E01001595,611,52,93,1417,49,2222
2021,Greenwich 032A,E01001596,263,29,31,1400,14,1737
2021,Greenwich 031A,E01001597,294,49,65,1120,31,1559
2021,Greenwich 031B,E01001598,319,36,65,1166,23,1609
2021,Greenwich 032B,E01001599,273,17,56,1322,8,1676
2021,Greenwich 032C,E01001600,244,39,40,1172,14,1509
2021,Greenwich 032D,E01001601,212,16,28,1241,10,1507
2021,Greenwich 031C,E01001602,373,37,107,1589,18,2124
2021,Greenwich 031D,E01001603,267,30,43,1392,24,1756
2021,Greenwich 027A,E01001604,240,43,62,1169,35,1549
2021,Greenwich 023A,E01001605,170,10,29,1300,11,1520
2021,Greenwich 023B,E01001606,214,15,47,1339,11,1626
2021,Greenwich 027B,E01001607,205,38,49,1305,13,1610
2021,Greenwich 027C,E01001608,150,17,41,1227,9,1444
2021,Greenwich 027D,E01001609,292,38,84,1250,22,1686
2021,Greenwich 023C,E01001610,245,44,82,1367,23,1761
2021,Greenwich 023D,E01001611,309,27,107,1292,32,1767
2021,Greenwich 028A,E01001613,288,65,98,1268,35,1754
2021,Greenwich 028B,E01001614,172,10,12,1288,11,1493
2021,Greenwich 028C,E01001615,388,104,173,1229,97,1991
2021,Greenwich 028D,E01001617,225,53,46,1273,31,1628
2021,Greenwich 030C,E01001618,267,33,74,1513,19,1906
2021,Greenwich 030D,E01001619,320,38,120,1452,31,1961
2021,Greenwich 025A,E01001620,332,42,73,1110,25,1582
2021,Greenwich 025B,E01001621,298,46,56,1254,20,1674
2021,Greenwich 025C,E01001623,336,73,127,1224,49,1809
2021,Greenwich 025D,E01001624,273,34,67,1238,16,1628
2021,Greenwich 025E,E01001625,283,45,77,1348,29,1782
2021,Greenwich 009A,E01001629,584,81,180,1238,60,2143
2021,Greenwich 007B,E01001631,564,132,135,1208,70,2109
2021,Greenwich 007C,E01001632,645,136,218,918,121,2038
2021,Greenwich 009B,E01001633,484,123,205,1138,93,2043
2021,Greenwich 009C,E01001634,502,56,87,1059,32,1736
2021,Greenwich 007D,E01001635,364,93,135,1000,51,1643
2021,Greenwich 007E,E01001636,502,122,155,827,77,1683
2021,Greenwich 009D,E01001637,478,83,162,991,87,1801
2021,Greenwich 038A,E01001638,505,54,125,1036,43,1763
2021,Greenwich 038B,E01001641,278,115,126,1244,103,1866
2021,Greenwich 038C,E01001642,270,55,81,1288,40,1734
2021,Greenwich 038D,E01001644,462,195,235,1593,146,2631
2021,Greenwich 022A,E01001645,403,52,143,1234,19,1851
2021,Greenwich 019A,E01001646,619,148,220,1714,119,2820
2021,Greenwich 022B,E01001647,352,55,67,985,28,1487
2021,Greenwich 022C,E01001648,393,56,116,1125,34,1724
2021,Greenwich 022D,E01001649,301,53,94,1095,35,1578
2021,Greenwich 019B,E01001650,474,60,68,1182,48,1832
2021,Greenwich 019C,E01001651,414,51,130,1240,40,1875
2021,Greenwich 019D,E01001652,338,89,93,1136,51,1707
2021,Greenwich 029A,E01001653,287,43,69,1167,25,1591
2021,Greenwich 029B,E01001654,322,22,55,1187,20,1606
2021,Greenwich 029C,E01001655,230,44,50,1225,27,1576
2021,Greenwich 034A,E01001656,222,35,46,1018,18,1339
2021,Greenwich 034B,E01001657,273,44,85,1154,15,1571
2021,Greenwich 034C,E01001658,347,77,100,1090,41,1655
2021,Greenwich 034D,E01001659,426,30,80,1058,24,1618
2021,Greenwich 029D,E01001660,358,35,56,1095,17,1561
2021,Greenwich 029E,E01001661,313,40,86,1206,19,1664
2021,Greenwich 037B,E01001664,347,100,139,1408,83,2077
2021,Greenwich 037C,E01001665,396,110,153,1169,60,1888
2021,Greenwich 041G,E01001666,455,115,165,1153,96,1984
2021,Greenwich 033A,E01001669,619,77,168,1579,54,2497
2021,Greenwich 033B,E01001671,322,44,101,1170,32,1669
2021,Greenwich 006A,E01001672,550,159,240,855,129,1933
2021,Greenwich 006B,E01001673,729,214,230,1064,166,2403
2021,Greenwich 006C,E01001674,614,171,228,1030,151,2194
2021,Greenwich 006D,E01001675,774,266,288,891,149,2368
2021,Greenwich 033C,E01001676,492,107,175,972,56,1802
2021,Greenwich 006E,E01001677,535,165,175,1143,145,2163
2021,Greenwich 017A,E01001678,367,45,92,1230,39,1773
2021,Greenwich 020A,E01001679,241,37,62,998,14,1352
2021,Greenwich 020B,E01001680,285,34,59,1125,16,1519
2021,Greenwich 020C,E01001681,304,58,57,960,24,1403
2021,Greenwich 020D,E01001682,256,38,52,1000,31,1377
2021,Greenwich 017B,E01001683,302,71,100,1054,22,1549
2021,Greenwich 017C,E01001684,286,18,77,1048,18,1447
2021,Greenwich 017D,E01001685,327,57,77,1062,37,1560
2021,Greenwich 020E,E01001686,418,92,145,1069,77,1801
2021,Greenwich 002A,E01001687,424,88,93,1028,21,1654
2021,Greenwich 002B,E01001688,779,138,222,1438,92,2669
2021,Greenwich 001A,E01001690,462,49,106,1072,28,1717
2021,Greenwich 001B,E01001692,380,55,94,902,39,1470
2021,Greenwich 001C,E01001693,472,38,67,955,28,1560
2021,Greenwich 001D,E01001694,481,68,125,1023,47,1744
2021,Greenwich 011A,E01001695,447,92,103,856,53,1551
2021,Greenwich 011B,E01001696,702,172,245,1307,146,2572
2021,Greenwich 011C,E01001697,720,223,275,1214,211,2643
2021,Greenwich 015A,E01001698,568,67,101,1122,56,1914
2021,Greenwich 015B,E01001699,344,50,96,925,52,1467
2021,Greenwich 011D,E01001700,673,173,202,1109,213,2370
2021,Greenwich 015C,E01001701,397,72,115,1114,66,1764
2021,Greenwich 015D,E01001702,484,52,69,852,29,1486
2021,Greenwich 011E,E01001703,763,98,172,975,72,2080
2021,Greenwich 011F,E01001704,365,70,90,1071,53,1649
2021,Greenwich 005A,E01001705,614,154,171,1224,85,2248
2021,Greenwich 005C,E01001708,311,68,112,1177,30,1698
2021,Greenwich 005D,E01001710,608,52,130,914,56,1760
2021,Greenwich 042A,E01001712,633,104,150,1129,105,2121
2021,Hackney 002A,E01001714,614,114,155,1090,76,2049
2021,Hackney 007A,E01001715,296,101,102,734,52,1285
2021,Hackney 007B,E01001716,527,78,133,979,71,1788
2021,Hackney 007C,E01001717,303,61,58,671,33,1126
2021,Hackney 007D,E01001718,336,138,157,1038,72,1741
2021,Hackney 007E,E01001719,477,74,95,944,48,1638
2021,Hackney 007F,E01001720,285,103,128,1128,63,1707
2021,Hackney 029A,E01001722,627,112,134,1367,63,2303
2021,Hackney 006A,E01001723,376,84,114,1364,33,1971
2021,Hackney 006B,E01001724,615,178,243,1688,170,2894
2021,Hackney 004A,E01001725,376,58,73,1285,40,1832
2021,Hackney 004B,E01001726,419,45,62,766,33,1325
2021,Hackney 006C,E01001727,441,57,66,1391,32,1987
2021,Hackney 029B,E01001728,392,77,93,1374,42,1978
2021,Hackney 019A,E01001729,598,47,118,1164,56,1983
2021,Hackney 019B,E01001730,878,77,125,1633,54,2767
2021,Hackney 017A,E01001731,669,216,208,1447,126,2666
2021,Hackney 019C,E01001732,527,61,102,1181,29,1900
2021,Hackney 015A,E01001733,368,81,153,1219,50,1871
2021,Hackney 017B,E01001734,454,89,166,1040,86,1835
2021,Hackney 019D,E01001735,335,55,51,1050,81,1572
2021,Hackney 012A,E01001736,309,55,95,1048,40,1547
2021,Hackney 012B,E01001737,355,71,88,1210,44,1768
2021,Hackney 012C,E01001738,328,93,128,1144,45,1738
2021,Hackney 012D,E01001739,375,70,112,1368,52,1977
2021,Hackney 014A,E01001740,486,58,87,877,36,1544
2021,Hackney 009A,E01001741,246,61,62,1041,30,1440
2021,Hackney 008A,E01001742,400,68,89,1161,36,1754
2021,Hackney 031A,E01001744,462,81,111,1272,78,2004
2021,Hackney 016A,E01001745,657,67,143,1254,44,2165
2021,Hackney 016B,E01001746,621,48,78,920,19,1686
2021,Hackney 014B,E01001747,542,139,230,1313,105,2329
2021,Hackney 020B,E01001749,299,57,85,1005,42,1488
2021,Hackney 031D,E01001750,454,147,172,1224,124,2121
2021,Hackney 031B,E01001751,240,94,88,1001,54,1477
2021,Hackney 025B,E01001753,484,53,82,875,44,1538
2021,Hackney 025D,E01001755,434,111,110,943,80,1678
2021,Hackney 030C,E01001756,377,139,167,1255,99,2037
2021,Hackney 016C,E01001757,587,25,97,841,34,1584
2021,Hackney 016D,E01001758,747,115,202,1470,81,2615
2021,Hackney 016E,E01001759,404,76,98,1018,51,1647
2021,Hackney 017C,E01001760,441,118,166,1090,70,1885
2021,Hackney 016F,E01001761,492,53,109,1120,44,1818
2021,Hackney 017D,E01001762,345,111,116,1039,64,1675
2021,Hackney 020C,E01001763,409,96,87,1108,70,1770
2021,Hackney 010A,E01001764,483,66,68,1066,69,1752
2021,Hackney 010B,E01001765,607,35,52,1077,30,1801
2021,Hackney 010D,E01001767,416,69,85,987,52,1609
2021,Hackney 006D,E01001768,362,85,118,1236,67,1868
2021,Hackney 006E,E01001769,346,65,102,955,51,1519
2021,Hackney 010E,E01001770,454,65,111,1045,39,1714
2021,Hackney 024A,E01001772,568,80,117,964,62,1791
2021,Hackney 025E,E01001773,622,154,172,1431,103,2482
2021,Hackney 024B,E01001774,469,159,180,1067,112,1987
2021,Hackney 024C,E01001775,495,64,97,929,50,1635
2021,Hackney 025F,E01001776,515,72,112,943,66,1708
2021,Hackney 033A,E01001777,620,250,219,1201,342,2632
2021,Hackney 032D,E01001780,540,130,158,878,110,1816
2021,Hackney 026B,E01001781,500,79,76,858,89,1602
2021,Hackney 026D,E01001783,474,91,89,837,113,1604
2021,Hackney 032A,E01001784,475,126,141,937,93,1772
2021,Hackney 015B,E01001785,407,54,57,1047,31,1596
2021,Hackney 013A,E01001786,737,59,120,1262,46,2224
2021,Hackney 013B,E01001787,517,45,81,934,33,1610
2021,Hackney 013C,E01001788,496,43,52,883,23,1497
2021,Hackney 015C,E01001789,425,74,66,1125,82,1772
2021,Hackney 013D,E01001790,546,41,61,834,31,1513
2021,Hackney 015D,E01001791,406,30,43,960,20,1459
2021,Hackney 011A,E01001792,504,93,107,1188,39,1931
2021,Hackney 011B,E01001793,338,41,53,1123,24,1579
2021,Hackney 011C,E01001794,378,78,103,1295,44,1898
2021,Hackney 011D,E01001795,298,57,80,831,42,1308
2021,Hackney 011E,E01001796,341,74,117,894,50,1476
2021,Hackney 028A,E01001798,609,64,145,1426,85,2329
2021,Hackney 003A,E01001799,216,63,83,1112,32,1506
2021,Hackney 004C,E01001800,435,49,99,1145,20,1748
2021,Hackney 008B,E01001801,315,36,68,1286,17,1722
2021,Hackney 003B,E01001802,337,49,70,889,30,1375
2021,Hackney 008C,E01001803,370,67,145,1177,45,1804
2021,Hackney 003C,E01001804,264,40,61,1270,36,1671
2021,Hackney 009B,E01001805,259,69,66,797,32,1223
2021,Hackney 008D,E01001806,358,48,66,966,32,1470
2021,Hackney 003D,E01001807,401,92,98,1156,60,1807
2021,Hackney 001A,E01001808,319,72,115,1083,45,1634
2021,Hackney 001B,E01001809,337,76,99,1322,50,1884
2021,Hackney 002D,E01001811,485,98,130,1006,73,1792
2021,Hackney 003E,E01001812,348,48,226,1075,94,1791
2021,Hackney 002E,E01001813,666,90,143,989,64,1952
2021,Hackney 001C,E01001814,365,98,129,1052,54,1698
2021,Hackney 024D,E01001815,513,33,51,1127,45,1769
2021,Hackney 020D,E01001816,381,39,68,1039,25,1552
2021,Hackney 020E,E01001819,407,30,57,1050,44,1588
2021,Hackney 024E,E01001820,413,36,52,845,44,1390
2021,Hackney 024F,E01001821,415,50,47,814,24,1350
2021,Hackney 029C,E01001822,424,53,118,1373,28,1996
2021,Hackney 001D,E01001823,377,58,69,1102,24,1630
2021,Hackney 004D,E01001824,366,40,64,1114,42,1626
2021,Hackney 001E,E01001825,245,45,85,957,18,1350
2021,Hackney 004E,E01001826,355,51,72,1062,33,1573
2021,Hackney 029D,E01001827,366,52,81,1129,20,1648
2021,Hackney 028B,E01001828,574,63,103,1276,37,2053
2021,Hackney 009C,E01001829,276,78,100,1251,50,1755
2021,Hackney 014C,E01001830,517,114,183,1000,64,1878
2021,Hackney 009D,E01001831,420,118,114,961,65,1678
2021,Hackney 009E,E01001832,369,74,107,1055,52,1657
2021,Hackney 014D,E01001833,532,92,148,1275,70,2117
2021,Hackney 014E,E01001834,454,95,153,1209,77,1988
2021,Hackney 014F,E01001835,228,70,89,808,40,1235
2021,Hackney 022A,E01001836,351,90,110,1256,50,1857
2021,Hackney 023B,E01001837,284,79,85,953,45,1446
2021,Hackney 019E,E01001838,541,56,89,1079,50,1815
2021,Hackney 023C,E01001839,486,221,246,1263,138,2354
2021,Hackney 022B,E01001840,460,48,71,992,32,1603
